2007-01-16 17:27 9999-99-99 99:99  -2.850  -54.950   914.4     226.14 -9999 -99999.   ...  0 -99999999
2007-01-16 17:29 9999-99-99 99:99  -2.850  -54.950   762.0     226.82 -9999 -99999.   ...  0 -99999999
2007-01-16 17:32 9999-99-99 99:99  -2.850  -54.950   609.6     222.88 -9999 -99999.   ...  0 -99999999
2007-01-16 17:36 9999-99-99 99:99  -2.850  -54.950   457.2     227.32 -9999 -99999.   ...  0 -99999999
2007-01-16 17:38 9999-99-99 99:99  -2.850  -54.950   304.8     226.73 -9999 -99999.   ...  0 -99999999
2007-01-16 17:39 9999-99-99 99:99  -2.850  -54.950   152.4     241.19 -9999 -99999.   ...  0 -99999999
2007-02-13 17:23 9999-99-99 99:99  -2.850  -54.950  4267.2     106.47 -9999 -99999.   ...  0 -99999999
2007-02-13 17:26 9999-99-99 99:99  -2.850  -54.950  3962.4     106.34 -9999 -99999.   ...  0 -99999999
2007-02-13 17:29 9999-99-99 99:99  -2.850  -54.950  3657.6     115.14 -9999 -99999.   ...  0 -99999999
2007-02-13 17:32 9999-99-99 99:99  -2.850  -54.950  3352.8     113.97 -9999 -99999.   ...  0 -99999999
2007-02-13 17:35 9999-99-99 99:99  -2.850  -54.950  3048.0     114.78 -9999 -99999.   ...  0 -99999999
2007-02-13 17:43 9999-99-99 99:99  -2.850  -54.950  2133.6     103.77 -9999 -99999.   ...  0 -99999999
2007-02-13 17:46 9999-99-99 99:99  -2.850  -54.950  1828.8     117.27 -9999 -99999.   ...  0 -99999999
2007-02-13 17:49 9999-99-99 99:99  -2.850  -54.950  1524.0     117.00 -9999 -99999.   ...  0 -99999999
2007-02-13 17:56 9999-99-99 99:99  -2.850  -54.950  1066.8     122.37 -9999 -99999.   ...  0 -99999999
2007-02-13 17:58 9999-99-99 99:99  -2.850  -54.950   914.4     125.01 -9999 -99999.   ...  0 -99999999
2007-02-13 18:01 9999-99-99 99:99  -2.850  -54.950   762.0     124.12 -9999 -99999.   ...  0 -99999999
2007-02-13 18:03 9999-99-99 99:99  -2.850  -54.950   609.6     125.41 -9999 -99999.   ...  0 -99999999
2007-02-13 18:05 9999-99-99 99:99  -2.850  -54.950   457.2     128.15 -9999 -99999.   ...  0 -99999999
2007-02-13 18:08 9999-99-99 99:99  -2.850  -54.950   304.8     127.58 -9999 -99999.   ...  0 -99999999
2007-02-13 18:09 9999-99-99 99:99  -2.850  -54.950   152.4     127.97 -9999 -99999.   ...  0 -99999999
2007-03-06 18:23 9999-99-99 99:99  -2.850  -54.950  4267.2      95.04 -9999 -99999.   ...  0 -99999999
2007-03-06 18:26 9999-99-99 99:99  -2.850  -54.950  3962.4      92.89 -9999 -99999.   ...  0 -99999999
2007-03-06 18:30 9999-99-99 99:99  -2.850  -54.950  3657.6      92.34 -9999 -99999.   ...  0 -99999999
2007-03-06 18:33 9999-99-99 99:99  -2.850  -54.950  3352.8      90.92 -9999 -99999.   ...  0 -99999999
2007-03-06 18:36 9999-99-99 99:99  -2.850  -54.950  3048.0      82.65 -9999 -99999.   ...  0 -99999999
2007-03-06 18:41 9999-99-99 99:99  -2.850  -54.950  2590.8      89.04 -9999 -99999.   ...  0 -99999999
2007-03-06 18:45 9999-99-99 99:99  -2.850  -54.950  2133.6      85.15 -9999 -99999.   ...  0 -99999999
2007-03-06 18:48 9999-99-99 99:99  -2.850  -54.950  1828.8      94.84 -9999 -99999.   ...  0 -99999999
2007-03-06 18:51 9999-99-99 99:99  -2.850  -54.950  1524.0     101.94 -9999 -99999.   ...  0 -99999999
2007-03-06 18:54 9999-99-99 99:99  -2.850  -54.950  1219.2     106.74 -9999 -99999.   ...  0 -99999999
2007-03-06 18:56 9999-99-99 99:99  -2.850  -54.950  1066.8     105.87 -9999 -99999.   ...  0 -99999999
2007-03-06 18:57 9999-99-99 99:99  -2.850  -54.950   914.4     109.20 -9999 -99999.   ...  0 -99999999
2007-03-06 18:58 9999-99-99 99:99  -2.850  -54.950   762.0     109.98 -9999 -99999.   ...  0 -99999999
2007-03-06 19:00 9999-99-99 99:99  -2.850  -54.950   609.6     111.37 -9999 -99999.   ...  0 -99999999
2007-03-06 19:02 9999-99-99 99:99  -2.850  -54.950   457.2     112.04 -9999 -99999.   ...  0 -99999999
2007-03-06 19:03 9999-99-99 99:99  -2.850  -54.950   304.8     114.01 -9999 -99999.   ...  0 -99999999
2007-03-06 19:05 9999-99-99 99:99  -2.850  -54.950   152.4     112.74 -9999 -99999.   ...  0 -99999999
2007-04-05 20:04 9999-99-99 99:99  -2.850  -54.950  4267.2      94.15 -9999 -99999.   ...  0 -99999999
2007-04-05 20:11 9999-99-99 99:99  -2.850  -54.950  3962.4      95.86 -9999 -99999.   ...  0 -99999999
2007-04-05 20:16 9999-99-99 99:99  -2.850  -54.950  3657.6      97.01 -9999 -99999.   ...  0 -99999999
2007-04-05 20:21 9999-99-99 99:99  -2.850  -54.950  3352.8      98.00 -9999 -99999.   ...  0 -99999999
2007-04-05 20:26 9999-99-99 99:99  -2.850  -54.950  3048.0      99.84 -9999 -99999.   ...  0 -99999999
2007-04-05 20:36 9999-99-99 99:99  -2.850  -54.950  2133.6     104.54 -9999 -99999.   ...  0 -99999999
2007-04-05 20:41 9999-99-99 99:99  -2.850  -54.950  1828.8     103.44 -9999 -99999.   ...  0 -99999999
2007-04-05 20:46 9999-99-99 99:99  -2.850  -54.950  1524.0     105.34 -9999 -99999.   ...  0 -99999999
2007-04-05 20:53 9999-99-99 99:99  -2.850  -54.950  1066.8     107.58 -9999 -99999.   ...  0 -99999999
2007-04-05 20:57 9999-99-99 99:99  -2.850  -54.950   914.4     110.23 -9999 -99999.   ...  0 -99999999
2007-04-05 21:00 9999-99-99 99:99  -2.850  -54.950   762.0     110.38 -9999 -99999.   ...  0 -99999999
2007-04-05 21:03 9999-99-99 99:99  -2.850  -54.950   609.6     111.26 -9999 -99999.   ...  0 -99999999
2007-04-05 21:07 9999-99-99 99:99  -2.850  -54.950   457.2     115.06 -9999 -99999.   ...  0 -99999999
2007-04-05 21:09 9999-99-99 99:99  -2.850  -54.950   304.8     115.10 -9999 -99999.   ...  0 -99999999
2007-04-05 21:10 9999-99-99 99:99  -2.850  -54.950   228.6     113.91 -9999 -99999.   ...  0 -99999999
2007-04-24 15:36 9999-99-99 99:99  -2.850  -54.950  4267.2      96.45 -9999 -99999.   ...  0 -99999999
2007-04-24 15:40 9999-99-99 99:99  -2.850  -54.950  3962.4      70.26 -9999 -99999.   ...  0 -99999999
2007-04-24 15:44 9999-99-99 99:99  -2.850  -54.950  3657.6      73.07 -9999 -99999.   ...  0 -99999999
2007-04-24 15:48 9999-99-99 99:99  -2.850  -54.950  3352.8      73.33 -9999 -99999.   ...  0 -99999999
2007-04-24 15:51 9999-99-99 99:99  -2.850  -54.950  3048.0      71.95 -9999 -99999.   ...  0 -99999999
2007-04-24 15:54 9999-99-99 99:99  -2.850  -54.950  2743.2      71.29 -9999 -99999.   ...  0 -99999999
2007-04-24 15:57 9999-99-99 99:99  -2.850  -54.950  2438.4      71.28 -9999 -99999.   ...  0 -99999999
2007-04-24 16:00 9999-99-99 99:99  -2.850  -54.950  2133.6      73.56 -9999 -99999.   ...  0 -99999999
2007-04-24 16:02 9999-99-99 99:99  -2.850  -54.950  1828.8      75.09 -9999 -99999.   ...  0 -99999999
2007-04-24 16:06 9999-99-99 99:99  -2.850  -54.950  1524.0      76.09 -9999 -99999.   ...  0 -99999999
2007-04-24 16:09 9999-99-99 99:99  -2.850  -54.950  1219.2      89.08 -9999 -99999.   ...  0 -99999999
2007-04-24 16:11 9999-99-99 99:99  -2.850  -54.950  1066.8      87.18 -9999 -99999.   ...  0 -99999999
2007-04-24 16:13 9999-99-99 99:99  -2.850  -54.950   914.4      88.66 -9999 -99999.   ...  0 -99999999
2007-04-24 16:14 9999-99-99 99:99  -2.850  -54.950   762.0      93.90 -9999 -99999.   ...  0 -99999999
2007-04-24 16:15 9999-99-99 99:99  -2.850  -54.950   609.6      97.45 -9999 -99999.   ...  0 -99999999
2007-04-24 16:18 9999-99-99 99:99  -2.850  -54.950   457.2      98.36 -9999 -99999.   ...  0 -99999999
2007-04-24 16:20 9999-99-99 99:99  -2.850  -54.950   304.8      96.54 -9999 -99999.   ...  0 -99999999
2007-05-02 16:04 9999-99-99 99:99  -2.850  -54.950  4267.2      75.52 -9999 -99999.   ...  0 -99999999
2007-05-02 16:07 9999-99-99 99:99  -2.850  -54.950  3962.4      68.84 -9999 -99999.   ...  0 -99999999
2007-05-02 16:10 9999-99-99 99:99  -2.850  -54.950  3657.6      69.13 -9999 -99999.   ...  0 -99999999
2007-05-02 16:14 9999-99-99 99:99  -2.850  -54.950  3352.8      70.11 -9999 -99999.   ...  0 -99999999
2007-05-02 16:17 9999-99-99 99:99  -2.850  -54.950  3048.0      67.53 -9999 -99999.   ...  0 -99999999
2007-05-02 16:20 9999-99-99 99:99  -2.850  -54.950  2743.2      67.88 -9999 -99999.   ...  0 -99999999
2007-05-02 16:23 9999-99-99 99:99  -2.850  -54.950  2438.4      69.67 -9999 -99999.   ...  0 -99999999
2007-05-02 16:26 9999-99-99 99:99  -2.850  -54.950  2133.6      76.51 -9999 -99999.   ...  0 -99999999
2007-05-02 16:29 9999-99-99 99:99  -2.850  -54.950  1828.8      76.77 -9999 -99999.   ...  0 -99999999
2007-05-02 16:32 9999-99-99 99:99  -2.850  -54.950  1524.0      79.75 -9999 -99999.   ...  0 -99999999
2007-05-02 16:36 9999-99-99 99:99  -2.850  -54.950  1219.2      82.48 -9999 -99999.   ...  0 -99999999
2007-05-02 16:38 9999-99-99 99:99  -2.850  -54.950  1066.8      86.42 -9999 -99999.   ...  0 -99999999
2007-05-02 16:39 9999-99-99 99:99  -2.850  -54.950   914.4      84.75 -9999 -99999.   ...  0 -99999999
2007-05-02 16:41 9999-99-99 99:99  -2.850  -54.950   762.0      84.42 -9999 -99999.   ...  0 -99999999
2007-05-02 16:44 9999-99-99 99:99  -2.850  -54.950   609.6      86.02 -9999 -99999.   ...  0 -99999999
2007-05-02 16:46 9999-99-99 99:99  -2.850  -54.950   457.2      85.29 -9999 -99999.   ...  0 -99999999
2007-05-02 16:49 9999-99-99 99:99  -2.850  -54.950   304.8      85.16 -9999 -99999.   ...  0 -99999999
2007-05-14 15:16 9999-99-99 99:99  -2.850  -54.950  3962.4      77.51 -9999 -99999.   ...  0 -99999999
2007-05-14 15:19 9999-99-99 99:99  -2.850  -54.950  3657.6      73.64 -9999 -99999.   ...  0 -99999999
2007-05-14 15:22 9999-99-99 99:99  -2.850  -54.950  3352.8      72.69 -9999 -99999.   ...  0 -99999999
2007-05-14 15:25 9999-99-99 99:99  -2.850  -54.950  3048.0      73.12 -9999 -99999.   ...  0 -99999999
2007-05-14 15:28 9999-99-99 99:99  -2.850  -54.950  2743.2      73.48 -9999 -99999.   ...  0 -99999999
2007-05-14 15:31 9999-99-99 99:99  -2.850  -54.950  2438.4      79.72 -9999 -99999.   ...  0 -99999999
2007-05-14 15:34 9999-99-99 99:99  -2.850  -54.950  2133.6      77.53 -9999 -99999.   ...  0 -99999999
2007-05-14 15:37 9999-99-99 99:99  -2.850  -54.950  1828.8      79.09 -9999 -99999.   ...  0 -99999999
2007-05-14 15:39 9999-99-99 99:99  -2.850  -54.950  1524.0      73.86 -9999 -99999.   ...  0 -99999999
2007-05-14 15:41 9999-99-99 99:99  -2.850  -54.950  1219.2      82.50 -9999 -99999.   ...  0 -99999999
2007-05-14 15:43 9999-99-99 99:99  -2.850  -54.950  1066.8      87.25 -9999 -99999.   ...  0 -99999999
2007-05-14 15:45 9999-99-99 99:99  -2.850  -54.950   914.4      87.71 -9999 -99999.   ...  0 -99999999
2007-05-14 15:47 9999-99-99 99:99  -2.850  -54.950   762.0      89.91 -9999 -99999.   ...  0 -99999999
2007-05-14 15:48 9999-99-99 99:99  -2.850  -54.950   609.6      92.57 -9999 -99999.   ...  0 -99999999
2007-05-14 15:50 9999-99-99 99:99  -2.850  -54.950   457.2      91.51 -9999 -99999.   ...  0 -99999999
2007-05-14 15:51 9999-99-99 99:99  -2.850  -54.950   304.8      89.59 -9999 -99999.   ...  0 -99999999
2007-05-24 14:35 9999-99-99 99:99  -2.850  -54.950  4267.2      78.28 -9999 -99999.   ...  0 -99999999
2007-05-24 14:39 9999-99-99 99:99  -2.850  -54.950  3962.4      68.80 -9999 -99999.   ...  0 -99999999
2007-05-24 14:41 9999-99-99 99:99  -2.850  -54.950  3657.6      71.28 -9999 -99999.   ...  0 -99999999
2007-05-24 14:44 9999-99-99 99:99  -2.850  -54.950  3352.8      64.90 -9999 -99999.   ...  0 -99999999
2007-05-24 14:48 9999-99-99 99:99  -2.850  -54.950  3048.0      70.32 -9999 -99999.   ...  0 -99999999
2007-05-24 14:51 9999-99-99 99:99  -2.850  -54.950  2743.2      68.76 -9999 -99999.   ...  0 -99999999
2007-05-24 14:54 9999-99-99 99:99  -2.850  -54.950  2438.4      72.13 -9999 -99999.   ...  0 -99999999
2007-05-24 14:56 9999-99-99 99:99  -2.850  -54.950  2133.6      70.41 -9999 -99999.   ...  0 -99999999
2007-05-24 14:59 9999-99-99 99:99  -2.850  -54.950  1828.8      69.26 -9999 -99999.   ...  0 -99999999
2007-05-24 15:01 9999-99-99 99:99  -2.850  -54.950  1524.0      80.09 -9999 -99999.   ...  0 -99999999
2007-05-24 15:04 9999-99-99 99:99  -2.850  -54.950  1219.2      80.43 -9999 -99999.   ...  0 -99999999
2007-05-24 15:05 9999-99-99 99:99  -2.850  -54.950  1066.8      83.19 -9999 -99999.   ...  0 -99999999
2007-05-24 15:07 9999-99-99 99:99  -2.850  -54.950   914.4      83.06 -9999 -99999.   ...  0 -99999999
2007-05-24 15:09 9999-99-99 99:99  -2.850  -54.950   762.0      82.50 -9999 -99999.   ...  0 -99999999
2007-05-24 15:11 9999-99-99 99:99  -2.850  -54.950   609.6      82.15 -9999 -99999.   ...  0 -99999999
2007-05-24 15:12 9999-99-99 99:99  -2.850  -54.950   457.2      81.64 -9999 -99999.   ...  0 -99999999
2007-05-24 15:14 9999-99-99 99:99  -2.850  -54.950   304.8      84.95 -9999 -99999.   ...  0 -99999999
2007-06-04 18:31 9999-99-99 99:99  -2.850  -54.950  4267.2      76.48 -9999 -99999.   ...  0 -99999999
2007-06-04 18:34 9999-99-99 99:99  -2.850  -54.950  3962.4      74.96 -9999 -99999.   ...  0 -99999999
2007-06-04 18:38 9999-99-99 99:99  -2.850  -54.950  3657.6      75.45 -9999 -99999.   ...  0 -99999999
2007-06-04 18:42 9999-99-99 99:99  -2.850  -54.950  3352.8      76.21 -9999 -99999.   ...  0 -99999999
2007-06-04 18:45 9999-99-99 99:99  -2.850  -54.950  3048.0      80.01 -9999 -99999.   ...  0 -99999999
2007-06-04 18:48 9999-99-99 99:99  -2.850  -54.950  2743.2      88.03 -9999 -99999.   ...  0 -99999999
2007-06-04 18:51 9999-99-99 99:99  -2.850  -54.950  2438.4      93.50 -9999 -99999.   ...  0 -99999999
2007-06-04 18:54 9999-99-99 99:99  -2.850  -54.950  2133.6      93.27 -9999 -99999.   ...  0 -99999999
2007-06-04 18:57 9999-99-99 99:99  -2.850  -54.950  1828.8      96.40 -9999 -99999.   ...  0 -99999999
2007-06-04 19:01 9999-99-99 99:99  -2.850  -54.950  1524.0     109.54 -9999 -99999.   ...  0 -99999999
2007-06-04 19:04 9999-99-99 99:99  -2.850  -54.950  1219.2     116.41 -9999 -99999.   ...  0 -99999999
2007-06-04 19:06 9999-99-99 99:99  -2.850  -54.950  1066.8     116.20 -9999 -99999.   ...  0 -99999999
2007-06-04 19:08 9999-99-99 99:99  -2.850  -54.950   914.4     116.97 -9999 -99999.   ...  0 -99999999
2007-06-04 19:11 9999-99-99 99:99  -2.850  -54.950   762.0     112.64 -9999 -99999.   ...  0 -99999999
2007-06-04 19:13 9999-99-99 99:99  -2.850  -54.950   609.6     114.49 -9999 -99999.   ...  0 -99999999
2007-06-04 19:15 9999-99-99 99:99  -2.850  -54.950   457.2     114.00 -9999 -99999.   ...  0 -99999999
2007-06-04 19:17 9999-99-99 99:99  -2.850  -54.950   304.8     110.19 -9999 -99999.   ...  0 -99999999
2007-06-15 19:27 9999-99-99 99:99  -2.850  -54.950  4267.2      80.84 -9999 -99999.   ...  0 -99999999
2007-06-15 19:30 9999-99-99 99:99  -2.850  -54.950  3962.4      80.59 -9999 -99999.   ...  0 -99999999
2007-06-15 19:34 9999-99-99 99:99  -2.850  -54.950  3657.6      82.45 -9999 -99999.   ...  0 -99999999
2007-06-15 19:37 9999-99-99 99:99  -2.850  -54.950  3352.8      82.70 -9999 -99999.   ...  0 -99999999
2007-06-15 19:41 9999-99-99 99:99  -2.850  -54.950  3048.0      85.01 -9999 -99999.   ...  0 -99999999
2007-06-15 19:44 9999-99-99 99:99  -2.850  -54.950  2743.2      81.69 -9999 -99999.   ...  0 -99999999
2007-06-15 19:47 9999-99-99 99:99  -2.850  -54.950  2438.4      70.01 -9999 -99999.   ...  0 -99999999
2007-06-15 19:50 9999-99-99 99:99  -2.850  -54.950  2133.6      72.17 -9999 -99999.   ...  0 -99999999
2007-06-15 19:53 9999-99-99 99:99  -2.850  -54.950  1828.8      75.48 -9999 -99999.   ...  0 -99999999
2007-06-15 20:00 9999-99-99 99:99  -2.850  -54.950  1219.2      89.67 -9999 -99999.   ...  0 -99999999
2007-06-15 20:01 9999-99-99 99:99  -2.850  -54.950  1066.8      95.16 -9999 -99999.   ...  0 -99999999
2007-06-15 20:02 9999-99-99 99:99  -2.850  -54.950   914.4      95.85 -9999 -99999.   ...  0 -99999999
2007-06-15 20:04 9999-99-99 99:99  -2.850  -54.950   762.0      95.94 -9999 -99999.   ...  0 -99999999
2007-06-15 20:06 9999-99-99 99:99  -2.850  -54.950   609.6      96.05 -9999 -99999.   ...  0 -99999999
2007-06-15 20:07 9999-99-99 99:99  -2.850  -54.950   457.2      96.63 -9999 -99999.   ...  0 -99999999
2007-06-15 20:09 9999-99-99 99:99  -2.850  -54.950   304.8      96.18 -9999 -99999.   ...  0 -99999999
2007-06-23 14:57 9999-99-99 99:99  -2.850  -54.950  4267.2      72.69 -9999 -99999.   ...  0 -99999999
2007-06-23 15:01 9999-99-99 99:99  -2.850  -54.950  3962.4      67.34 -9999 -99999.   ...  0 -99999999
2007-06-23 15:04 9999-99-99 99:99  -2.850  -54.950  3657.6      66.63 -9999 -99999.   ...  0 -99999999
2007-06-23 15:07 9999-99-99 99:99  -2.850  -54.950  3352.8      70.64 -9999 -99999.   ...  0 -99999999
2007-06-23 15:10 9999-99-99 99:99  -2.850  -54.950  3048.0      70.11 -9999 -99999.   ...  0 -99999999
2007-06-23 15:15 9999-99-99 99:99  -2.850  -54.950  2438.4      80.40 -9999 -99999.   ...  0 -99999999
2007-06-23 15:18 9999-99-99 99:99  -2.850  -54.950  2133.6      76.29 -9999 -99999.   ...  0 -99999999
2007-06-23 15:20 9999-99-99 99:99  -2.850  -54.950  1828.8      79.21 -9999 -99999.   ...  0 -99999999
2007-06-23 15:23 9999-99-99 99:99  -2.850  -54.950  1524.0      86.49 -9999 -99999.   ...  0 -99999999
2007-06-23 15:26 9999-99-99 99:99  -2.850  -54.950  1219.2     113.97 -9999 -99999.   ...  0 -99999999
2007-06-23 15:27 9999-99-99 99:99  -2.850  -54.950  1066.8     103.90 -9999 -99999.   ...  0 -99999999
2007-06-23 15:29 9999-99-99 99:99  -2.850  -54.950   914.4     109.41 -9999 -99999.   ...  0 -99999999
2007-06-23 15:31 9999-99-99 99:99  -2.850  -54.950   762.0     113.40 -9999 -99999.   ...  0 -99999999
2007-06-23 15:32 9999-99-99 99:99  -2.850  -54.950   609.6     113.58 -9999 -99999.   ...  0 -99999999
2007-06-23 15:34 9999-99-99 99:99  -2.850  -54.950   457.2     111.39 -9999 -99999.   ...  0 -99999999
2007-06-23 15:35 9999-99-99 99:99  -2.850  -54.950   304.8     113.61 -9999 -99999.   ...  0 -99999999
2007-06-30 13:55 9999-99-99 99:99  -2.850  -54.950  2743.2      86.40 -9999 -99999.   ...  0 -99999999
2007-06-30 13:58 9999-99-99 99:99  -2.850  -54.950  2438.4      92.06 -9999 -99999.   ...  0 -99999999
2007-06-30 14:02 9999-99-99 99:99  -2.850  -54.950  2133.6      90.50 -9999 -99999.   ...  0 -99999999
2007-06-30 14:04 9999-99-99 99:99  -2.850  -54.950  1828.8      93.21 -9999 -99999.   ...  0 -99999999
2007-06-30 14:07 9999-99-99 99:99  -2.850  -54.950  1524.0     106.48 -9999 -99999.   ...  0 -99999999
2007-06-30 14:10 9999-99-99 99:99  -2.850  -54.950  1219.2     102.66 -9999 -99999.   ...  0 -99999999
2007-06-30 14:12 9999-99-99 99:99  -2.850  -54.950  1066.8     100.41 -9999 -99999.   ...  0 -99999999
2007-06-30 14:13 9999-99-99 99:99  -2.850  -54.950   914.4     103.36 -9999 -99999.   ...  0 -99999999
2007-06-30 14:15 9999-99-99 99:99  -2.850  -54.950   762.0     104.81 -9999 -99999.   ...  0 -99999999
2007-06-30 14:16 9999-99-99 99:99  -2.850  -54.950   609.6     109.41 -9999 -99999.   ...  0 -99999999
2007-06-30 14:18 9999-99-99 99:99  -2.850  -54.950   457.2     107.30 -9999 -99999.   ...  0 -99999999
2007-06-30 14:19 9999-99-99 99:99  -2.850  -54.950   304.8     107.46 -9999 -99999.   ...  0 -99999999
2007-07-10 18:33 9999-99-99 99:99  -2.850  -54.950  4267.2      77.42 -9999 -99999.   ...  0 -99999999
2007-07-10 18:35 9999-99-99 99:99  -2.850  -54.950  3962.4      73.94 -9999 -99999.   ...  0 -99999999
2007-07-10 18:38 9999-99-99 99:99  -2.850  -54.950  3657.6      73.03 -9999 -99999.   ...  0 -99999999
2007-07-10 18:41 9999-99-99 99:99  -2.850  -54.950  3352.8      80.28 -9999 -99999.   ...  0 -99999999
2007-07-10 18:45 9999-99-99 99:99  -2.850  -54.950  3048.0      80.52 -9999 -99999.   ...  0 -99999999
2007-07-10 18:51 9999-99-99 99:99  -2.850  -54.950  2438.4      76.98 -9999 -99999.   ...  0 -99999999
2007-07-10 18:54 9999-99-99 99:99  -2.850  -54.950  2133.6     104.99 -9999 -99999.   ...  0 -99999999
2007-07-10 18:56 9999-99-99 99:99  -2.850  -54.950  1828.8      98.38 -9999 -99999.   ...  0 -99999999
2007-07-10 18:58 9999-99-99 99:99  -2.850  -54.950  1524.0     100.87 -9999 -99999.   ...  0 -99999999
2007-07-10 18:59 9999-99-99 99:99  -2.850  -54.950  1219.2     119.27 -9999 -99999.   ...  0 -99999999
2007-07-10 19:01 9999-99-99 99:99  -2.850  -54.950  1066.8     116.70 -9999 -99999.   ...  0 -99999999
2007-07-10 19:02 9999-99-99 99:99  -2.850  -54.950   914.4     116.06 -9999 -99999.   ...  0 -99999999
2007-07-10 19:03 9999-99-99 99:99  -2.850  -54.950   762.0     110.46 -9999 -99999.   ...  0 -99999999
2007-07-10 19:05 9999-99-99 99:99  -2.850  -54.950   609.6     107.73 -9999 -99999.   ...  0 -99999999
2007-07-10 19:07 9999-99-99 99:99  -2.850  -54.950   457.2     110.72 -9999 -99999.   ...  0 -99999999
2007-07-10 19:08 9999-99-99 99:99  -2.850  -54.950   304.8     110.54 -9999 -99999.   ...  0 -99999999
2007-07-17 15:19 9999-99-99 99:99  -2.850  -54.950  4267.2      82.27 -9999 -99999.   ...  0 -99999999
2007-07-17 15:23 9999-99-99 99:99  -2.850  -54.950  3962.4      71.78 -9999 -99999.   ...  0 -99999999
2007-07-17 15:25 9999-99-99 99:99  -2.850  -54.950  3657.6      80.23 -9999 -99999.   ...  0 -99999999
2007-07-17 15:28 9999-99-99 99:99  -2.850  -54.950  3352.8      79.05 -9999 -99999.   ...  0 -99999999
2007-07-17 15:30 9999-99-99 99:99  -2.850  -54.950  3048.0      79.93 -9999 -99999.   ...  0 -99999999
2007-07-17 15:33 9999-99-99 99:99  -2.850  -54.950  2743.2      77.98 -9999 -99999.   ...  0 -99999999
2007-07-17 15:36 9999-99-99 99:99  -2.850  -54.950  2438.4      78.56 -9999 -99999.   ...  0 -99999999
2007-07-17 15:38 9999-99-99 99:99  -2.850  -54.950  2133.6      88.80 -9999 -99999.   ...  0 -99999999
2007-07-17 15:41 9999-99-99 99:99  -2.850  -54.950  1828.8     104.45 -9999 -99999.   ...  0 -99999999
2007-07-17 15:43 9999-99-99 99:99  -2.850  -54.950  1524.0     112.38 -9999 -99999.   ...  0 -99999999
2007-07-17 15:46 9999-99-99 99:99  -2.850  -54.950  1219.2     107.20 -9999 -99999.   ...  0 -99999999
2007-07-17 15:48 9999-99-99 99:99  -2.850  -54.950  1066.8     113.43 -9999 -99999.   ...  0 -99999999
2007-07-17 15:49 9999-99-99 99:99  -2.850  -54.950   914.4     108.35 -9999 -99999.   ...  0 -99999999
2007-07-17 15:51 9999-99-99 99:99  -2.850  -54.950   762.0     109.12 -9999 -99999.   ...  0 -99999999
