C01 TITLE: CO event sampling data 
C02 FILE NAME: scs9xxx00.noaa.am.fl.co.03n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 489
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: South China Sea 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 15
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1991-07-05 1998-10-07
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
1992-03-04 03:45 9999-99-99 99:99   3.000  105.200    20.0    151.040 -9999 -99999.   ...  0   3505-66
1992-03-04 03:45 9999-99-99 99:99   3.000  105.200    20.0    152.080 -9999 -99999.   ...  0   3506-66
1992-03-07 07:45 9999-99-99 99:99   3.200  105.450    20.0    162.000 -9999 -99999.   ...  0   3508-66
1992-03-17 01:20 9999-99-99 99:99   3.000  104.920    20.0    158.020 -9999 -99999.   ...  0   3175-66
1992-03-17 01:20 9999-99-99 99:99   3.000  104.920    20.0    155.770 -9999 -99999.   ...  0   3176-66
1992-03-20 04:00 9999-99-99 99:99   3.000  105.320    20.0    189.000 -9999 -99999.   ...  0   3331-66
1992-03-20 04:00 9999-99-99 99:99   3.000  105.320    20.0    190.930 -9999 -99999.   ...  0   3332-66
1992-03-29 21:00 9999-99-99 99:99   3.030  104.950    20.0    207.970 -9999 -99999.   ...  0   3301-66
1992-03-29 21:00 9999-99-99 99:99   3.030  104.950    20.0    205.660 -9999 -99999.   ...  0   3302-66
1992-04-01 19:00 9999-99-99 99:99   3.000  104.920    20.0    162.260 -9999 -99999.   P..  0   3005-66
1992-04-01 19:00 9999-99-99 99:99   3.000  104.920    20.0    154.030 -9999 -99999.   P..  0   3006-66
1992-04-15 11:00 9999-99-99 99:99   3.000  104.920    20.0    127.090 -9999 -99999.   ...  0   3487-66
1992-04-15 11:00 9999-99-99 99:99   3.000  104.920    20.0    126.090 -9999 -99999.   ...  0   3488-66
1992-04-25 00:10 9999-99-99 99:99   3.020  104.900    20.0    199.730 -9999 -99999.   ...  0   3155-66
1992-04-25 00:10 9999-99-99 99:99   3.020  104.900    20.0    201.120 -9999 -99999.   ...  0   3156-66
1992-04-27 05:21 9999-99-99 99:99   3.120  105.430    20.0    210.670 -9999 -99999.   ...  0   3457-66
1992-05-06 18:40 9999-99-99 99:99   3.000 -999.999    20.0    127.880 -9999 -99999.   ...  0   3162-66
1992-05-09 07:15 9999-99-99 99:99   3.120  104.930    20.0    135.150 -9999 -99999.   ...  0   3405-66
1992-05-09 07:15 9999-99-99 99:99   3.120  104.930    20.0    134.780 -9999 -99999.   ...  0   3406-66
1992-05-18 23:16 9999-99-99 99:99   2.980  104.920    20.0     96.510 -9999 -99999.   ...  0   3207-66
1992-05-18 23:16 9999-99-99 99:99   2.980  104.920    20.0     98.460 -9999 -99999.   ...  0   3208-66
1992-05-23 07:00 9999-99-99 99:99   3.000  105.120    20.0     90.860 -9999 -99999.   ...  0   3219-66
1992-05-23 07:00 9999-99-99 99:99   3.000  105.120    20.0     93.220 -9999 -99999.   ...  0   3220-66
1992-06-01 03:55 9999-99-99 99:99   3.000  105.350    20.0    132.260 -9999 -99999.   ...  0   3465-66
1992-06-01 03:55 9999-99-99 99:99   3.000  105.350    20.0    130.830 -9999 -99999.   ...  0   3466-66
1992-06-05 03:20 9999-99-99 99:99   3.000  105.170    20.0     80.500 -9999 -99999.   ...  0   3041-66
1992-06-05 03:20 9999-99-99 99:99   3.000  105.170    20.0     79.710 -9999 -99999.   ...  0   3042-66
1992-06-14 02:40 9999-99-99 99:99   3.000  105.030    20.0     76.350 -9999 -99999.   ...  0   3361-66
1992-06-14 02:40 9999-99-99 99:99   3.000  105.030    20.0     76.630 -9999 -99999.   ...  0   3362-66
1992-06-19 23:24 9999-99-99 99:99   3.050  105.220    20.0     85.470 -9999 -99999.   ...  0   3291-66
1992-06-19 23:24 9999-99-99 99:99   3.050  105.220    20.0     84.910 -9999 -99999.   ...  0   3292-66
1992-06-30 12:30 9999-99-99 99:99   3.000  104.920    20.0    103.340 -9999 -99999.   ...  0   3331-66
1992-06-30 12:30 9999-99-99 99:99   3.000  104.920    20.0    104.260 -9999 -99999.   ...  0   3332-66
1992-07-04 14:15 9999-99-99 99:99   3.000  104.900    20.0    113.050 -9999 -99999.   P..  0   3423-66
1992-07-04 14:15 9999-99-99 99:99   3.000  104.900    20.0    106.710 -9999 -99999.   P..  0   3424-66
1992-07-13 04:35 9999-99-99 99:99   3.000  105.370    20.0     96.080 -9999 -99999.   ...  0   3153-66
1992-07-13 04:35 9999-99-99 99:99   3.000  105.370    20.0     94.430 -9999 -99999.   ...  0   3154-66
1992-07-16 04:45 9999-99-99 99:99   3.000  104.920    20.0     90.370 -9999 -99999.   ...  0   3431-66
1992-07-16 04:45 9999-99-99 99:99   3.000  104.920    20.0     89.030 -9999 -99999.   ...  0   3432-66
1992-07-25 01:47 9999-99-99 99:99   2.980  104.900    20.0    116.710 -9999 -99999.   P..  0   3267-66
1992-07-25 01:47 9999-99-99 99:99   2.980  104.900    20.0    112.110 -9999 -99999.   P..  0   3268-66
1992-07-28 12:10 9999-99-99 99:99   3.420  105.050    20.0    112.840 -9999 -99999.   ...  0   3491-66
1992-07-28 12:10 9999-99-99 99:99   3.420  105.050    20.0    109.960 -9999 -99999.   ...  0   3492-66
1992-08-08 17:35 9999-99-99 99:99   3.000  104.930    20.0    129.990 -9999 -99999.   ...  0   3413-66
1992-08-08 17:35 9999-99-99 99:99   3.000  104.930    20.0    128.000 -9999 -99999.   ...  0   3414-66
1992-08-18 04:25 9999-99-99 99:99   3.020  105.080    20.0    122.090 -9999 -99999.   ...  0   3147-66
1992-08-18 04:25 9999-99-99 99:99   3.020  105.080    20.0    121.980 -9999 -99999.   ...  0   3148-66
1992-08-21 05:30 9999-99-99 99:99   3.000  105.200    20.0    142.970 -9999 -99999.   ...  0   3499-66
1992-08-21 05:30 9999-99-99 99:99   3.000  105.200    20.0    140.960 -9999 -99999.   ...  0   3500-66
1992-08-30 22:10 9999-99-99 99:99   2.920  104.900    20.0    239.910 -9999 -99999.   P.C  0   3019-66
1992-08-30 22:10 9999-99-99 99:99   2.920  104.900    20.0    245.050 -9999 -99999.   P.C  0   3020-66
1992-09-03 17:20 9999-99-99 99:99   3.050  104.930    20.0    202.320 -9999 -99999.   ...  0   3497-66
1992-09-03 17:20 9999-99-99 99:99   3.050  104.930    20.0    200.240 -9999 -99999.   ...  0   3498-66
1992-09-12 17:15 9999-99-99 99:99   3.000  104.920    20.0    161.100 -9999 -99999.   P..  0   3545-66
1992-09-12 17:15 9999-99-99 99:99   3.000  104.920    20.0    165.530 -9999 -99999.   P..  0   3546-66
1992-09-17 07:20 9999-99-99 99:99   3.000  105.170    20.0    141.340 -9999 -99999.   ...  0   3061-66
1992-09-17 07:20 9999-99-99 99:99   3.000  105.170    20.0    140.000 -9999 -99999.   ...  0   3062-66
1992-09-26 15:50 9999-99-99 99:99   3.000  104.920    20.0    125.400 -9999 -99999.   P..  0   3071-66
1992-09-26 15:50 9999-99-99 99:99   3.000  104.920    20.0    115.810 -9999 -99999.   P..  0   3072-66
1992-10-01 06:03 9999-99-99 99:99   3.000  105.170    20.0    134.960 -9999 -99999.   P..  0   3075-66
1992-10-01 06:03 9999-99-99 99:99   3.000  105.170    20.0    128.850 -9999 -99999.   P..  0   3076-66
1992-10-10 19:38 9999-99-99 99:99   3.000  104.920    20.0    114.910 -9999 -99999.   ...  0   3325-66
1992-10-10 19:38 9999-99-99 99:99   3.000  104.920    20.0    114.930 -9999 -99999.   ...  0   3326-66
1992-10-14 17:45 9999-99-99 99:99   3.000  104.950    20.0    134.530 -9999 -99999.   ...  0   3181-66
1992-10-14 17:45 9999-99-99 99:99   3.000  104.950    20.0    133.880 -9999 -99999.   ...  0   3182-66
1992-10-25 22:00 9999-99-99 99:99   2.950  104.880    20.0    110.650 -9999 -99999.   ...  0   3031-66
1992-10-25 22:00 9999-99-99 99:99   2.950  104.880    20.0    108.160 -9999 -99999.   ...  0   3032-66
1992-10-29 07:00 9999-99-99 99:99   3.000  105.220    20.0    111.860 -9999 -99999.   ...  0   3319-66
1992-10-29 07:00 9999-99-99 99:99   3.000  105.220    20.0    111.450 -9999 -99999.   ...  0   3320-66
1992-11-13 15:25 9999-99-99 99:99   3.020  104.930    20.0    164.300 -9999 -99999.   ...  0   3025-66
1992-11-13 15:25 9999-99-99 99:99   3.020  104.930    20.0    163.400 -9999 -99999.   ...  0   3026-66
1992-11-22 20:30 9999-99-99 99:99   3.000  104.950    20.0    216.680 -9999 -99999.   ...  0   3471-66
1992-11-22 20:30 9999-99-99 99:99   3.000  104.950    20.0    220.950 -9999 -99999.   ...  0   3472-66
1992-11-26 03:47 9999-99-99 99:99   3.020  105.320    20.0    144.540 -9999 -99999.   ...  0   3297-66
1992-11-26 03:47 9999-99-99 99:99   3.020  105.320    20.0    144.670 -9999 -99999.   ...  0   3298-66
1992-12-06 12:34 9999-99-99 99:99   3.020  104.920    20.0    106.020 -9999 -99999.   P..  0   3369-66
1992-12-06 12:34 9999-99-99 99:99   3.020  104.920    20.0     95.620 -9999 -99999.   P..  0   3370-66
1992-12-10 05:24 9999-99-99 99:99   3.000  105.350    20.0    100.820 -9999 -99999.   ...  0   3161-66
1992-12-10 05:24 9999-99-99 99:99   3.000  105.350    20.0    100.160 -9999 -99999.   ...  0   3162-66
1992-12-20 00:05 9999-99-99 99:99   1.980  104.980    20.0    138.230 -9999 -99999.   ...  0   3023-66
1992-12-20 00:05 9999-99-99 99:99   1.980  104.980    20.0    138.290 -9999 -99999.   ...  0   3024-66
1992-12-24 01:22 9999-99-99 99:99   3.000  105.330    20.0    102.330 -9999 -99999.   ...  0   3385-66
1992-12-24 01:22 9999-99-99 99:99   3.000  105.330    20.0    105.540 -9999 -99999.   ...  0   3386-66
1993-01-02 13:55 9999-99-99 99:99   2.900  104.920    20.0    120.960 -9999 -99999.   ...  0   3521-66
1993-01-02 13:55 9999-99-99 99:99   2.900  104.920    20.0    120.020 -9999 -99999.   ...  0   3522-66
1993-01-06 15:19 9999-99-99 99:99   3.000  105.020    20.0    109.110 -9999 -99999.   ...  0   3173-66
1993-01-06 15:19 9999-99-99 99:99   3.000  105.020    20.0    111.210 -9999 -99999.   ...  0   3174-66
1993-01-15 19:03 9999-99-99 99:99   3.000  104.970    20.0    104.860 -9999 -99999.   ...  0   3365-66
1993-01-15 19:03 9999-99-99 99:99   3.000  104.970    20.0    103.880 -9999 -99999.   ...  0   3366-66
1993-01-18 12:27 9999-99-99 99:99   3.000  105.000    20.0    155.070 -9999 -99999.   ...  0   3333-66
1993-01-18 12:27 9999-99-99 99:99   3.000  105.000    20.0    153.390 -9999 -99999.   ...  0   3334-66
1993-01-27 16:45 9999-99-99 99:99   3.000  104.930    20.0    229.960 -9999 -99999.   ...  0   3351-66
1993-01-27 16:45 9999-99-99 99:99   3.000  104.930    20.0    229.050 -9999 -99999.   ...  0   3352-66
1993-01-31 00:00 9999-99-99 99:99   3.000  104.950    20.0    230.160 -9999 -99999.   ..C  0   3287-66
1993-01-31 00:00 9999-99-99 99:99   3.000  104.950    20.0    230.740 -9999 -99999.   ..C  0   3288-66
1993-11-14 13:50 9999-99-99 99:99   3.030  105.250    20.0     93.500 -9999 -99999.   ...  0   3181-91
1993-11-14 13:50 9999-99-99 99:99   3.030  105.250    20.0     91.850 -9999 -99999.   ...  0   3182-91
1993-11-25 21:55 9999-99-99 99:99   3.000  105.270    20.0    124.420 -9999 -99999.   ...  0   3189-91
1993-11-25 21:55 9999-99-99 99:99   3.000  105.270    20.0    125.280 -9999 -99999.   ...  0   3190-91
1993-11-30 13:00 9999-99-99 99:99   3.000  105.250    20.0    124.130 -9999 -99999.   ...  0   3173-91
1993-11-30 13:00 9999-99-99 99:99   3.000  105.250    20.0    125.200 -9999 -99999.   ...  0   3174-91
1993-12-12 03:26 9999-99-99 99:99   3.000  105.250    20.0    174.390 -9999 -99999.   ...  0   3229-91
1993-12-12 03:26 9999-99-99 99:99   3.000  105.250    20.0    174.230 -9999 -99999.   ...  0   3230-91
1993-12-15 19:45 9999-99-99 99:99   3.000  105.250    20.0    124.780 -9999 -99999.   ...  0   3223-91
1993-12-15 19:45 9999-99-99 99:99   3.000  105.250    20.0    124.340 -9999 -99999.   ...  0   3224-91
1993-12-29 12:54 9999-99-99 99:99   3.020  105.230    20.0    166.220 -9999 -99999.   P..  0   3307-91
1993-12-29 12:54 9999-99-99 99:99   3.020  105.230    20.0    159.950 -9999 -99999.   P..  0   3308-91
1994-01-02 07:45 9999-99-99 99:99   3.000  105.230    20.0    153.580 -9999 -99999.   ...  0   3325-91
1994-01-02 07:45 9999-99-99 99:99   3.000  105.230    20.0    153.370 -9999 -99999.   ...  0   3326-91
1994-01-13 11:45 9999-99-99 99:99   3.000  105.220    20.0    129.410 -9999 -99999.   P..  0   3323-91
1994-01-13 11:45 9999-99-99 99:99   3.000  105.220    20.0    146.850 -9999 -99999.   P..  0   3324-91
1994-01-17 00:43 9999-99-99 99:99   3.000  105.220    20.0    181.750 -9999 -99999.   P..  0   3363-91
1994-01-17 00:43 9999-99-99 99:99   3.000  105.220    20.0    175.210 -9999 -99999.   P..  0   3364-91
1994-01-28 05:35 9999-99-99 99:99   3.000  105.230    20.0    192.010 -9999 -99999.   P..  0   3383-91
1994-01-28 05:35 9999-99-99 99:99   3.000  105.230    20.0    184.210 -9999 -99999.   P..  0   3384-91
1994-02-01 17:10 9999-99-99 99:99   3.000  105.230    20.0    155.600 -9999 -99999.   ...  0   3105-91
1994-02-01 17:10 9999-99-99 99:99   3.000  105.230    20.0    158.320 -9999 -99999.   ...  0   3106-91
1994-02-13 06:20 9999-99-99 99:99   3.000  105.220    20.0    108.090 -9999 -99999.   ...  0   3229-91
1994-02-13 06:20 9999-99-99 99:99   3.000  105.220    20.0    105.920 -9999 -99999.   ...  0   3230-91
1994-02-17 17:58 9999-99-99 99:99   3.000  105.220    20.0    134.260 -9999 -99999.   ...  0   3215-91
1994-02-17 17:58 9999-99-99 99:99   3.000  105.220    20.0    136.220 -9999 -99999.   ...  0   3216-91
1994-02-28 01:09 9999-99-99 99:99   3.000  105.220    20.0    170.570 -9999 -99999.   P..  0   3031-91
1994-02-28 01:09 9999-99-99 99:99   3.000  105.220    20.0    183.990 -9999 -99999.   P..  0   3032-91
1994-03-04 19:57 9999-99-99 99:99   3.030  105.270    20.0    209.140 -9999 -99999.   ...  0   3331-91
1994-03-04 19:57 9999-99-99 99:99   3.030  105.270    20.0    210.210 -9999 -99999.   ...  0   3332-91
1994-03-15 14:12 9999-99-99 99:99   3.000  105.230    20.0    131.850 -9999 -99999.   ...  0   3323-91
1994-03-15 14:12 9999-99-99 99:99   3.000  105.230    20.0    132.300 -9999 -99999.   ...  0   3324-91
1994-03-19 17:46 9999-99-99 99:99   3.000  105.230    20.0    118.130 -9999 -99999.   ...  0   3153-91
1994-03-19 17:46 9999-99-99 99:99   3.000  105.230    20.0    119.280 -9999 -99999.   ...  0   3154-91
1994-03-30 06:03 9999-99-99 99:99   3.000  105.230    20.0    148.140 -9999 -99999.   ...  0   3409-91
1994-03-30 06:03 9999-99-99 99:99   3.000  105.230    20.0    148.310 -9999 -99999.   ...  0   3410-91
1994-04-04 17:27 9999-99-99 99:99   3.000  105.220    20.0    144.480 -9999 -99999.   ...  0   3099-91
1994-04-04 17:27 9999-99-99 99:99   3.000  105.220    20.0    143.450 -9999 -99999.   ...  0   3100-91
1994-04-15 10:55 9999-99-99 99:99   3.000  105.180    20.0    118.840 -9999 -99999.   ...  0   3429-91
1994-04-15 10:55 9999-99-99 99:99   3.000  105.180    20.0    118.410 -9999 -99999.   ...  0   3430-91
1994-04-18 07:20 9999-99-99 99:99   3.000  105.250    20.0     98.890 -9999 -99999.   ...  0   3327-91
1994-04-18 07:20 9999-99-99 99:99   3.000  105.250    20.0    100.050 -9999 -99999.   ...  0   3328-91
1994-05-05 20:25 9999-99-99 99:99   3.000  105.230    20.0    109.690 -9999 -99999.   ...  0   3499-91
1994-05-05 20:25 9999-99-99 99:99   3.000  105.230    20.0    110.640 -9999 -99999.   ...  0   3500-91
1994-05-15 11:37 9999-99-99 99:99   3.000  105.230    20.0     77.460 -9999 -99999.   ...  0   3203-91
1994-05-15 11:37 9999-99-99 99:99   3.000  105.230    20.0     77.270 -9999 -99999.   ...  0   3204-91
1994-05-25 19:54 9999-99-99 99:99   3.000  105.220    20.0    137.760 -9999 -99999.   ...  0   3031-91
1994-05-25 19:54 9999-99-99 99:99   3.000  105.220    20.0    136.530 -9999 -99999.   ...  0   3032-91
1994-05-29 06:00 9999-99-99 99:99   3.000  105.250    20.0     92.220 -9999 -99999.   ...  0   3309-91
1994-05-29 06:00 9999-99-99 99:99   3.000  105.250    20.0     94.430 -9999 -99999.   ...  0   3310-91
1994-06-09 15:35 9999-99-99 99:99   3.000  105.220    20.0     90.720 -9999 -99999.   P..  0   3227-91
1994-06-09 15:35 9999-99-99 99:99   3.000  105.220    20.0     80.940 -9999 -99999.   P..  0   3228-91
1994-06-13 12:34 9999-99-99 99:99   3.000  105.230    20.0     84.280 -9999 -99999.   P..  0   3389-91
1994-06-13 12:34 9999-99-99 99:99   3.000  105.230    20.0     92.150 -9999 -99999.   P..  0   3390-91
1994-06-25 13:00 9999-99-99 99:99   3.030  105.220    20.0     94.200 -9999 -99999.   ...  0   3359-91
1994-06-25 13:00 9999-99-99 99:99   3.030  105.220    20.0     95.720 -9999 -99999.   ...  0   3360-91
1994-06-29 07:23 9999-99-99 99:99   3.000  105.250    20.0     81.740 -9999 -99999.   ...  0   3149-91
1994-06-29 07:23 9999-99-99 99:99   3.000  105.250    20.0     81.040 -9999 -99999.   ...  0   3150-91
1994-07-10 23:40 9999-99-99 99:99   3.000  105.230    20.0     76.030 -9999 -99999.   ...  0   3215-91
