2012-07-26 00:25 2012-07-26 00:25    144.862 -9999 -99999.   000  0 -99999999
2012-07-26 01:06 2012-07-26 01:06    147.166 -9999 -99999.   000  0 -99999999
2012-07-26 01:26 2012-07-26 01:26    136.305 -9999 -99999.   000  0 -99999999
2012-07-26 01:45 2012-07-26 01:45    130.033 -9999 -99999.   000  0 -99999999
2012-07-26 02:05 2012-07-26 02:05    132.222 -9999 -99999.   000  0 -99999999
2012-07-26 02:26 2012-07-26 02:26    127.933 -9999 -99999.   000  0 -99999999
2012-07-26 03:05 2012-07-26 03:05    123.537 -9999 -99999.   000  0 -99999999
2012-07-26 03:25 2012-07-26 03:25    122.776 -9999 -99999.   000  0 -99999999
2012-07-26 03:45 2012-07-26 03:45    120.996 -9999 -99999.   000  0 -99999999
2012-07-26 04:06 2012-07-26 04:06    123.040 -9999 -99999.   000  0 -99999999
2012-07-26 04:26 2012-07-26 04:26    120.363 -9999 -99999.   000  0 -99999999
2012-07-26 05:05 2012-07-26 05:05    118.386 -9999 -99999.   000  0 -99999999
2012-07-26 05:26 2012-07-26 05:26    114.986 -9999 -99999.   000  0 -99999999
2012-07-26 05:46 2012-07-26 05:46    114.605 -9999 -99999.   000  0 -99999999
2012-07-26 06:05 2012-07-26 06:05    116.289 -9999 -99999.   000  0 -99999999
2012-07-26 06:25 2012-07-26 06:25    116.315 -9999 -99999.   000  0 -99999999
2012-07-26 07:06 2012-07-26 07:06    119.753 -9999 -99999.   000  0 -99999999
2012-07-26 07:26 2012-07-26 07:26    111.968 -9999 -99999.   000  0 -99999999
2012-07-26 07:47 2012-07-26 07:47    114.451 -9999 -99999.   000  0 -99999999
2012-07-26 08:07 2012-07-26 08:07    112.384 -9999 -99999.   000  0 -99999999
2012-07-26 08:26 2012-07-26 08:26    112.361 -9999 -99999.   000  0 -99999999
2012-07-26 09:11 2012-07-26 09:11    117.101 -9999 -99999.   000  0 -99999999
2012-07-26 09:31 2012-07-26 09:31    114.086 -9999 -99999.   000  0 -99999999
2012-07-26 09:52 2012-07-26 09:52    113.145 -9999 -99999.   000  0 -99999999
2012-07-26 10:12 2012-07-26 10:12    113.279 -9999 -99999.   000  0 -99999999
2012-07-26 10:32 2012-07-26 10:32    112.143 -9999 -99999.   000  0 -99999999
2012-07-26 10:51 2012-07-26 10:51    113.318 -9999 -99999.   000  0 -99999999
2012-07-26 11:11 2012-07-26 11:11    114.571 -9999 -99999.   000  0 -99999999
2012-07-26 11:32 2012-07-26 11:32    115.599 -9999 -99999.   000  0 -99999999
2012-07-26 12:02 2012-07-26 12:02    122.070 -9999 -99999.   000  0 -99999999
2012-07-26 12:56 2012-07-26 12:56    122.587 -9999 -99999.   000  0 -99999999
2012-07-26 13:16 2012-07-26 13:16    123.816 -9999 -99999.   000  0 -99999999
2012-07-26 13:35 2012-07-26 13:35    126.725 -9999 -99999.   000  0 -99999999
2012-07-26 13:55 2012-07-26 13:55    121.726 -9999 -99999.   000  0 -99999999
2012-07-26 14:15 2012-07-26 14:15    124.643 -9999 -99999.   000  0 -99999999
2012-07-26 14:36 2012-07-26 14:36    123.300 -9999 -99999.   000  0 -99999999
2012-07-26 14:56 2012-07-26 14:56    122.567 -9999 -99999.   000  0 -99999999
2012-07-26 15:15 2012-07-26 15:15    120.996 -9999 -99999.   000  0 -99999999
2012-07-26 15:35 2012-07-26 15:35    118.956 -9999 -99999.   000  0 -99999999
2012-07-26 15:56 2012-07-26 15:56    112.868 -9999 -99999.   000  0 -99999999
2012-07-26 16:16 2012-07-26 16:16    112.844 -9999 -99999.   000  0 -99999999
2012-07-26 16:35 2012-07-26 16:35    112.434 -9999 -99999.   000  0 -99999999
2012-07-26 16:55 2012-07-26 16:55    110.846 -9999 -99999.   000  0 -99999999
2012-07-26 17:15 2012-07-26 17:15    109.792 -9999 -99999.   000  0 -99999999
2012-07-26 17:36 2012-07-26 17:36    107.341 -9999 -99999.   000  0 -99999999
2012-07-26 17:56 2012-07-26 17:56    106.568 -9999 -99999.   000  0 -99999999
2012-07-26 18:15 2012-07-26 18:15    108.076 -9999 -99999.   000  0 -99999999
2012-07-26 18:35 2012-07-26 18:35    104.805 -9999 -99999.   000  0 -99999999
2012-07-26 18:56 2012-07-26 18:56    106.120 -9999 -99999.   000  0 -99999999
2012-07-26 19:16 2012-07-26 19:16    106.518 -9999 -99999.   000  0 -99999999
2012-07-26 19:35 2012-07-26 19:35    105.840 -9999 -99999.   000  0 -99999999
2012-07-26 19:55 2012-07-26 19:55    107.055 -9999 -99999.   000  0 -99999999
2012-07-26 20:15 2012-07-26 20:15    105.988 -9999 -99999.   000  0 -99999999
2012-07-26 20:36 2012-07-26 20:36    103.509 -9999 -99999.   000  0 -99999999
2012-07-26 20:56 2012-07-26 20:56    103.454 -9999 -99999.   000  0 -99999999
2012-07-26 21:15 2012-07-26 21:15    102.193 -9999 -99999.   000  0 -99999999
2012-07-26 21:35 2012-07-26 21:35    103.327 -9999 -99999.   000  0 -99999999
2012-07-26 21:56 2012-07-26 21:56    100.289 -9999 -99999.   000  0 -99999999
2012-07-26 22:16 2012-07-26 22:16    100.595 -9999 -99999.   000  0 -99999999
2012-07-26 22:35 2012-07-26 22:35    102.461 -9999 -99999.   000  0 -99999999
2012-07-26 22:55 2012-07-26 22:55    101.540 -9999 -99999.   000  0 -99999999
2012-07-26 23:17 2012-07-26 23:17    101.655 -9999 -99999.   000  0 -99999999
2012-07-26 23:36 2012-07-26 23:36    101.709 -9999 -99999.   000  0 -99999999
2012-07-26 23:56 2012-07-26 23:56    101.843 -9999 -99999.   000  0 -99999999
2012-07-27 00:17 2012-07-27 00:17    102.639 -9999 -99999.   000  0 -99999999
2012-07-27 00:37 2012-07-27 00:37    103.376 -9999 -99999.   000  0 -99999999
2012-07-27 00:56 2012-07-27 00:56    103.031 -9999 -99999.   000  0 -99999999
2012-07-27 01:16 2012-07-27 01:16    106.304 -9999 -99999.   000  0 -99999999
2012-07-27 01:37 2012-07-27 01:37    116.181 -9999 -99999.   000  0 -99999999
2012-07-27 01:57 2012-07-27 01:57    125.941 -9999 -99999.   000  0 -99999999
2012-07-27 02:17 2012-07-27 02:17    141.439 -9999 -99999.   000  0 -99999999
2012-07-27 02:36 2012-07-27 02:36    155.449 -9999 -99999.   000  0 -99999999
2012-07-27 02:56 2012-07-27 02:56    144.397 -9999 -99999.   000  0 -99999999
2012-07-27 03:17 2012-07-27 03:17    153.183 -9999 -99999.   000  0 -99999999
2012-07-27 03:37 2012-07-27 03:37    140.747 -9999 -99999.   000  0 -99999999
2012-07-27 03:56 2012-07-27 03:56    134.888 -9999 -99999.   000  0 -99999999
2012-07-27 04:16 2012-07-27 04:16    135.451 -9999 -99999.   000  0 -99999999
2012-07-27 04:37 2012-07-27 04:37    134.772 -9999 -99999.   000  0 -99999999
2012-07-27 04:57 2012-07-27 04:57    128.151 -9999 -99999.   000  0 -99999999
2012-07-27 05:17 2012-07-27 05:17    127.680 -9999 -99999.   000  0 -99999999
2012-07-27 05:36 2012-07-27 05:36    135.473 -9999 -99999.   000  0 -99999999
2012-07-27 05:56 2012-07-27 05:56    124.160 -9999 -99999.   000  0 -99999999
2012-07-27 06:17 2012-07-27 06:17    127.783 -9999 -99999.   000  0 -99999999
2012-07-27 06:37 2012-07-27 06:37    130.790 -9999 -99999.   000  0 -99999999
2012-07-27 06:56 2012-07-27 06:56    118.004 -9999 -99999.   000  0 -99999999
2012-07-27 07:16 2012-07-27 07:16    123.791 -9999 -99999.   000  0 -99999999
2012-07-27 07:37 2012-07-27 07:37    124.893 -9999 -99999.   000  0 -99999999
2012-07-27 07:57 2012-07-27 07:57    122.833 -9999 -99999.   000  0 -99999999
2012-07-27 08:17 2012-07-27 08:17    126.812 -9999 -99999.   000  0 -99999999
2012-07-27 08:36 2012-07-27 08:36    130.726 -9999 -99999.   000  0 -99999999
2012-07-27 08:56 2012-07-27 08:56    130.478 -9999 -99999.   000  0 -99999999
2012-07-27 09:17 2012-07-27 09:17    126.999 -9999 -99999.   000  0 -99999999
2012-07-27 09:37 2012-07-27 09:37    129.212 -9999 -99999.   000  0 -99999999
2012-07-27 09:56 2012-07-27 09:56    129.409 -9999 -99999.   000  0 -99999999
2012-07-27 10:16 2012-07-27 10:16    126.258 -9999 -99999.   000  0 -99999999
2012-07-27 10:37 2012-07-27 10:37    129.427 -9999 -99999.   000  0 -99999999
2012-07-27 10:57 2012-07-27 10:57    133.059 -9999 -99999.   000  0 -99999999
2012-07-27 11:17 2012-07-27 11:17    138.130 -9999 -99999.   000  0 -99999999
2012-07-27 11:36 2012-07-27 11:36    139.939 -9999 -99999.   000  0 -99999999
2012-07-27 11:56 2012-07-27 11:56    146.309 -9999 -99999.   000  0 -99999999
2012-07-27 12:17 2012-07-27 12:17    146.888 -9999 -99999.   000  0 -99999999
2012-07-27 12:37 2012-07-27 12:37    147.014 -9999 -99999.   000  0 -99999999
2012-07-27 12:56 2012-07-27 12:56    177.777 -9999 -99999.   000  0 -99999999
2012-07-27 13:16 2012-07-27 13:16    181.990 -9999 -99999.   000  0 -99999999
2012-07-27 13:37 2012-07-27 13:37    172.623 -9999 -99999.   000  0 -99999999
2012-07-27 13:57 2012-07-27 13:57    164.742 -9999 -99999.   000  0 -99999999
2012-07-27 14:17 2012-07-27 14:17    170.804 -9999 -99999.   000  0 -99999999
2012-07-27 14:36 2012-07-27 14:36    160.899 -9999 -99999.   000  0 -99999999
2012-07-27 14:56 2012-07-27 14:56    148.119 -9999 -99999.   000  0 -99999999
2012-07-27 15:17 2012-07-27 15:17    140.040 -9999 -99999.   000  0 -99999999
2012-07-27 15:37 2012-07-27 15:37    133.775 -9999 -99999.   000  0 -99999999
2012-07-27 15:56 2012-07-27 15:56    135.084 -9999 -99999.   000  0 -99999999
2012-07-27 16:16 2012-07-27 16:16    141.993 -9999 -99999.   000  0 -99999999
2012-07-27 16:37 2012-07-27 16:37    143.744 -9999 -99999.   000  0 -99999999
2012-07-27 16:57 2012-07-27 16:57    140.463 -9999 -99999.   000  0 -99999999
2012-07-27 17:17 2012-07-27 17:17    139.272 -9999 -99999.   000  0 -99999999
2012-07-27 17:36 2012-07-27 17:36    146.196 -9999 -99999.   000  0 -99999999
2012-07-27 17:56 2012-07-27 17:56    145.427 -9999 -99999.   000  0 -99999999
2012-07-27 18:17 2012-07-27 18:17    152.542 -9999 -99999.   000  0 -99999999
2012-07-27 18:37 2012-07-27 18:37    151.199 -9999 -99999.   000  0 -99999999
2012-07-27 18:56 2012-07-27 18:56    153.706 -9999 -99999.   000  0 -99999999
2012-07-27 19:18 2012-07-27 19:18    156.990 -9999 -99999.   000  0 -99999999
2012-07-27 19:37 2012-07-27 19:37    158.292 -9999 -99999.   000  0 -99999999
2012-07-27 19:57 2012-07-27 19:57    163.723 -9999 -99999.   000  0 -99999999
2012-07-27 20:18 2012-07-27 20:18    140.377 -9999 -99999.   000  0 -99999999
2012-07-27 20:38 2012-07-27 20:38    167.901 -9999 -99999.   000  0 -99999999
2012-07-27 20:58 2012-07-27 20:58    151.104 -9999 -99999.   000  0 -99999999
2012-07-27 21:17 2012-07-27 21:17    144.620 -9999 -99999.   000  0 -99999999
2012-07-27 21:37 2012-07-27 21:37    140.684 -9999 -99999.   000  0 -99999999
2012-07-27 21:58 2012-07-27 21:58    126.744 -9999 -99999.   000  0 -99999999
2012-07-27 22:18 2012-07-27 22:18    134.975 -9999 -99999.   000  0 -99999999
2012-07-27 22:37 2012-07-27 22:37    143.586 -9999 -99999.   000  0 -99999999
2012-07-27 22:57 2012-07-27 22:57    156.389 -9999 -99999.   000  0 -99999999
2012-07-27 23:18 2012-07-27 23:18    138.991 -9999 -99999.   000  0 -99999999
2012-07-27 23:38 2012-07-27 23:38    148.603 -9999 -99999.   000  0 -99999999
2012-07-27 23:58 2012-07-27 23:58    123.881 -9999 -99999.   000  0 -99999999
2012-07-28 00:17 2012-07-28 00:17    128.108 -9999 -99999.   000  0 -99999999
2012-07-28 00:37 2012-07-28 00:37    130.506 -9999 -99999.   000  0 -99999999
2012-07-28 00:58 2012-07-28 00:58    116.166 -9999 -99999.   000  0 -99999999
2012-07-28 01:18 2012-07-28 01:18    117.191 -9999 -99999.   000  0 -99999999
2012-07-28 01:37 2012-07-28 01:37    119.738 -9999 -99999.   000  0 -99999999
2012-07-28 01:57 2012-07-28 01:57    117.426 -9999 -99999.   000  0 -99999999
2012-07-28 02:18 2012-07-28 02:18    116.230 -9999 -99999.   000  0 -99999999
2012-07-28 02:38 2012-07-28 02:38    114.444 -9999 -99999.   000  0 -99999999
2012-07-28 02:58 2012-07-28 02:58    112.910 -9999 -99999.   000  0 -99999999
2012-07-28 03:17 2012-07-28 03:17    116.078 -9999 -99999.   000  0 -99999999
2012-07-28 03:37 2012-07-28 03:37    117.130 -9999 -99999.   000  0 -99999999
2012-07-28 03:58 2012-07-28 03:58    118.498 -9999 -99999.   000  0 -99999999
2012-07-28 04:18 2012-07-28 04:18    125.773 -9999 -99999.   000  0 -99999999
2012-07-28 04:37 2012-07-28 04:37    130.869 -9999 -99999.   000  0 -99999999
2012-07-28 04:57 2012-07-28 04:57    142.984 -9999 -99999.   000  0 -99999999
2012-07-28 05:18 2012-07-28 05:18    143.627 -9999 -99999.   000  0 -99999999
2012-07-28 05:38 2012-07-28 05:38    135.402 -9999 -99999.   000  0 -99999999
2012-07-28 05:58 2012-07-28 05:58    134.848 -9999 -99999.   000  0 -99999999
2012-07-28 06:17 2012-07-28 06:17    130.993 -9999 -99999.   000  0 -99999999
2012-07-28 06:37 2012-07-28 06:37    130.007 -9999 -99999.   000  0 -99999999
2012-07-28 06:58 2012-07-28 06:58    124.847 -9999 -99999.   000  0 -99999999
2012-07-28 07:18 2012-07-28 07:18    125.441 -9999 -99999.   000  0 -99999999
2012-07-28 07:37 2012-07-28 07:37    124.039 -9999 -99999.   000  0 -99999999
2012-07-28 07:57 2012-07-28 07:57    124.524 -9999 -99999.   000  0 -99999999
2012-07-28 08:18 2012-07-28 08:18    124.990 -9999 -99999.   000  0 -99999999
2012-07-28 08:38 2012-07-28 08:38    122.447 -9999 -99999.   000  0 -99999999
2012-07-28 08:58 2012-07-28 08:58    117.862 -9999 -99999.   000  0 -99999999
2012-07-28 09:17 2012-07-28 09:17    118.915 -9999 -99999.   000  0 -99999999
2012-07-28 09:37 2012-07-28 09:37    118.547 -9999 -99999.   000  0 -99999999
2012-07-28 09:58 2012-07-28 09:58    116.593 -9999 -99999.   000  0 -99999999
2012-07-28 10:18 2012-07-28 10:18    112.030 -9999 -99999.   000  0 -99999999
2012-07-28 10:37 2012-07-28 10:37    116.397 -9999 -99999.   000  0 -99999999
2012-07-28 10:57 2012-07-28 10:57    119.264 -9999 -99999.   000  0 -99999999
2012-07-28 11:18 2012-07-28 11:18    129.307 -9999 -99999.   000  0 -99999999
2012-07-28 11:38 2012-07-28 11:38    111.700 -9999 -99999.   000  0 -99999999
2012-07-28 11:58 2012-07-28 11:58    106.292 -9999 -99999.   000  0 -99999999
2012-07-28 12:17 2012-07-28 12:17    105.579 -9999 -99999.   000  0 -99999999
2012-07-28 12:37 2012-07-28 12:37    108.289 -9999 -99999.   000  0 -99999999
2012-07-28 12:58 2012-07-28 12:58    110.379 -9999 -99999.   000  0 -99999999
2012-07-28 13:18 2012-07-28 13:18    110.791 -9999 -99999.   000  0 -99999999
2012-07-28 13:37 2012-07-28 13:37    109.940 -9999 -99999.   000  0 -99999999
2012-07-28 13:57 2012-07-28 13:57    115.852 -9999 -99999.   000  0 -99999999
2012-07-28 14:18 2012-07-28 14:18    116.118 -9999 -99999.   000  0 -99999999
2012-07-28 14:38 2012-07-28 14:38    115.563 -9999 -99999.   000  0 -99999999
2012-07-28 14:58 2012-07-28 14:58    116.453 -9999 -99999.   000  0 -99999999
2012-07-28 15:19 2012-07-28 15:19    110.256 -9999 -99999.   000  0 -99999999
2012-07-28 15:39 2012-07-28 15:39    113.497 -9999 -99999.   000  0 -99999999
2012-07-28 15:58 2012-07-28 15:58    112.880 -9999 -99999.   000  0 -99999999
2012-07-28 16:18 2012-07-28 16:18    110.142 -9999 -99999.   000  0 -99999999
2012-07-28 16:39 2012-07-28 16:39    111.440 -9999 -99999.   000  0 -99999999
2012-07-28 16:59 2012-07-28 16:59    107.292 -9999 -99999.   000  0 -99999999
2012-07-28 17:18 2012-07-28 17:18    107.849 -9999 -99999.   000  0 -99999999
2012-07-28 17:38 2012-07-28 17:38    109.766 -9999 -99999.   000  0 -99999999
2012-07-28 17:59 2012-07-28 17:59    107.919 -9999 -99999.   000  0 -99999999
2012-07-28 18:19 2012-07-28 18:19    113.348 -9999 -99999.   000  0 -99999999
2012-07-28 18:39 2012-07-28 18:39    109.935 -9999 -99999.   000  0 -99999999
2012-07-28 18:58 2012-07-28 18:58    109.767 -9999 -99999.   000  0 -99999999
2012-07-28 19:18 2012-07-28 19:18    108.975 -9999 -99999.   000  0 -99999999
2012-07-28 19:39 2012-07-28 19:39    109.286 -9999 -99999.   000  0 -99999999
2012-07-28 19:59 2012-07-28 19:59    113.138 -9999 -99999.   000  0 -99999999
2012-07-28 20:18 2012-07-28 20:18    112.268 -9999 -99999.   000  0 -99999999
2012-07-28 20:38 2012-07-28 20:38    109.400 -9999 -99999.   000  0 -99999999
2012-07-28 20:59 2012-07-28 20:59    111.688 -9999 -99999.   000  0 -99999999
2012-07-28 21:19 2012-07-28 21:19    112.440 -9999 -99999.   000  0 -99999999
2012-07-28 21:39 2012-07-28 21:39    113.771 -9999 -99999.   000  0 -99999999
2012-07-28 21:58 2012-07-28 21:58    117.489 -9999 -99999.   000  0 -99999999
2012-07-28 22:18 2012-07-28 22:18    108.952 -9999 -99999.   000  0 -99999999
2012-07-28 22:39 2012-07-28 22:39    113.626 -9999 -99999.   000  0 -99999999
2012-07-28 22:59 2012-07-28 22:59    113.083 -9999 -99999.   000  0 -99999999
2012-07-28 23:18 2012-07-28 23:18    112.916 -9999 -99999.   000  0 -99999999
2012-07-28 23:38 2012-07-28 23:38    109.254 -9999 -99999.   000  0 -99999999
2012-07-28 23:59 2012-07-28 23:59    104.561 -9999 -99999.   000  0 -99999999
2012-07-29 00:19 2012-07-29 00:19    108.090 -9999 -99999.   000  0 -99999999
2012-07-29 00:39 2012-07-29 00:39    106.554 -9999 -99999.   000  0 -99999999
2012-07-29 00:58 2012-07-29 00:58    105.899 -9999 -99999.   000  0 -99999999
2012-07-29 01:18 2012-07-29 01:18    116.716 -9999 -99999.   000  0 -99999999
2012-07-29 01:39 2012-07-29 01:39    119.392 -9999 -99999.   000  0 -99999999
2012-07-29 01:59 2012-07-29 01:59    114.574 -9999 -99999.   000  0 -99999999
2012-07-29 02:18 2012-07-29 02:18    113.817 -9999 -99999.   000  0 -99999999
2012-07-29 02:38 2012-07-29 02:38    111.457 -9999 -99999.   000  0 -99999999
2012-07-29 02:59 2012-07-29 02:59    109.084 -9999 -99999.   000  0 -99999999
2012-07-29 03:19 2012-07-29 03:19    112.099 -9999 -99999.   000  0 -99999999
2012-07-29 03:39 2012-07-29 03:39    109.139 -9999 -99999.   000  0 -99999999
2012-07-29 03:58 2012-07-29 03:58    115.137 -9999 -99999.   000  0 -99999999
2012-07-29 04:18 2012-07-29 04:18    110.228 -9999 -99999.   000  0 -99999999
2012-07-29 04:39 2012-07-29 04:39    116.665 -9999 -99999.   000  0 -99999999
2012-07-29 04:59 2012-07-29 04:59    116.342 -9999 -99999.   000  0 -99999999
2012-07-29 05:18 2012-07-29 05:18    119.282 -9999 -99999.   000  0 -99999999
2012-07-29 05:38 2012-07-29 05:38    116.857 -9999 -99999.   000  0 -99999999
2012-07-29 05:59 2012-07-29 05:59    115.436 -9999 -99999.   000  0 -99999999
2012-07-29 06:19 2012-07-29 06:19    113.617 -9999 -99999.   000  0 -99999999
2012-07-29 06:39 2012-07-29 06:39    113.882 -9999 -99999.   000  0 -99999999
2012-07-29 06:58 2012-07-29 06:58    110.972 -9999 -99999.   000  0 -99999999
2012-07-29 07:18 2012-07-29 07:18    108.958 -9999 -99999.   000  0 -99999999
2012-07-29 07:39 2012-07-29 07:39    107.941 -9999 -99999.   000  0 -99999999
2012-07-29 07:59 2012-07-29 07:59    105.690 -9999 -99999.   000  0 -99999999
2012-07-29 08:18 2012-07-29 08:18    103.521 -9999 -99999.   000  0 -99999999
2012-07-29 08:38 2012-07-29 08:38    104.608 -9999 -99999.   000  0 -99999999
2012-07-29 08:59 2012-07-29 08:59    111.414 -9999 -99999.   000  0 -99999999
2012-07-29 09:19 2012-07-29 09:19    106.112 -9999 -99999.   000  0 -99999999
2012-07-29 09:39 2012-07-29 09:39    103.717 -9999 -99999.   000  0 -99999999
2012-07-29 09:58 2012-07-29 09:58    102.979 -9999 -99999.   000  0 -99999999
2012-07-29 10:18 2012-07-29 10:18    109.613 -9999 -99999.   000  0 -99999999
2012-07-29 10:39 2012-07-29 10:39    101.692 -9999 -99999.   000  0 -99999999
2012-07-29 10:59 2012-07-29 10:59    107.295 -9999 -99999.   000  0 -99999999
2012-07-29 11:20 2012-07-29 11:20    103.313 -9999 -99999.   000  0 -99999999
2012-07-29 11:40 2012-07-29 11:40    101.366 -9999 -99999.   000  0 -99999999
2012-07-29 12:00 2012-07-29 12:00    102.229 -9999 -99999.   000  0 -99999999
2012-07-29 12:19 2012-07-29 12:19    101.782 -9999 -99999.   000  0 -99999999
2012-07-29 12:39 2012-07-29 12:39    100.349 -9999 -99999.   000  0 -99999999
2012-07-29 13:00 2012-07-29 13:00     99.864 -9999 -99999.   000  0 -99999999
2012-07-29 13:20 2012-07-29 13:20     99.525 -9999 -99999.   000  0 -99999999
2012-07-29 13:39 2012-07-29 13:39    101.353 -9999 -99999.   000  0 -99999999
2012-07-29 13:59 2012-07-29 13:59    104.966 -9999 -99999.   000  0 -99999999
2012-07-29 14:20 2012-07-29 14:20    105.046 -9999 -99999.   000  0 -99999999
2012-07-29 14:40 2012-07-29 14:40    104.484 -9999 -99999.   000  0 -99999999
2012-07-29 15:00 2012-07-29 15:00    105.192 -9999 -99999.   000  0 -99999999
2012-07-29 15:19 2012-07-29 15:19    106.845 -9999 -99999.   000  0 -99999999
2012-07-29 15:39 2012-07-29 15:39    106.067 -9999 -99999.   000  0 -99999999
2012-07-29 16:00 2012-07-29 16:00    106.660 -9999 -99999.   000  0 -99999999
2012-07-29 16:20 2012-07-29 16:20    109.580 -9999 -99999.   000  0 -99999999
2012-07-29 16:39 2012-07-29 16:39    107.158 -9999 -99999.   000  0 -99999999
2012-07-29 16:59 2012-07-29 16:59    104.617 -9999 -99999.   000  0 -99999999
2012-07-29 17:20 2012-07-29 17:20    102.615 -9999 -99999.   000  0 -99999999
2012-07-29 17:40 2012-07-29 17:40    104.099 -9999 -99999.   000  0 -99999999
2012-07-29 18:00 2012-07-29 18:00    104.682 -9999 -99999.   000  0 -99999999
2012-07-29 18:19 2012-07-29 18:19    105.623 -9999 -99999.   000  0 -99999999
2012-07-29 18:39 2012-07-29 18:39    107.089 -9999 -99999.   000  0 -99999999
2012-07-29 19:00 2012-07-29 19:00    108.720 -9999 -99999.   000  0 -99999999
2012-07-29 19:20 2012-07-29 19:20    107.024 -9999 -99999.   000  0 -99999999
2012-07-29 19:39 2012-07-29 19:39    110.624 -9999 -99999.   000  0 -99999999
2012-07-29 19:59 2012-07-29 19:59    114.985 -9999 -99999.   000  0 -99999999
2012-07-29 20:20 2012-07-29 20:20    113.281 -9999 -99999.   000  0 -99999999
2012-07-29 20:40 2012-07-29 20:40    111.968 -9999 -99999.   000  0 -99999999
2012-07-29 21:00 2012-07-29 21:00    110.021 -9999 -99999.   000  0 -99999999
2012-07-29 21:19 2012-07-29 21:19    106.439 -9999 -99999.   000  0 -99999999
2012-07-29 21:39 2012-07-29 21:39    101.195 -9999 -99999.   000  0 -99999999
2012-07-29 22:00 2012-07-29 22:00    101.123 -9999 -99999.   000  0 -99999999
2012-07-29 22:20 2012-07-29 22:20    100.388 -9999 -99999.   000  0 -99999999
2012-07-29 22:39 2012-07-29 22:39    103.790 -9999 -99999.   000  0 -99999999
2012-07-29 22:59 2012-07-29 22:59    103.897 -9999 -99999.   000  0 -99999999
2012-07-29 23:20 2012-07-29 23:20    101.726 -9999 -99999.   000  0 -99999999
2012-07-29 23:40 2012-07-29 23:40    100.882 -9999 -99999.   000  0 -99999999
2012-07-30 00:00 2012-07-30 00:00    100.125 -9999 -99999.   000  0 -99999999
2012-07-30 00:19 2012-07-30 00:19    100.578 -9999 -99999.   000  0 -99999999
2012-07-30 00:39 2012-07-30 00:39     99.918 -9999 -99999.   000  0 -99999999
2012-07-30 01:00 2012-07-30 01:00    101.498 -9999 -99999.   000  0 -99999999
