1999-08-28 17:35 9999-99-99 99:99       91.9     5     1.6     0  0 -99999999
1999-09-16 17:28 9999-99-99 99:99       68.1     5     1.0     0  0 -99999999
1999-10-15 13:30 9999-99-99 99:99       71.1     5     1.1     0  0 -99999999
1999-11-05 14:00 9999-99-99 99:99       91.4     5     2.4     0  0 -99999999
1999-11-11 12:42 9999-99-99 99:99       65.0     5     1.7     0  0 -99999999
1999-11-11 13:05 9999-99-99 99:99       68.4     5     1.7     0  0 -99999999
1999-12-10 11:12 9999-99-99 99:99       51.8     5     1.0     0  0 -99999999
1999-12-14 09:46 9999-99-99 99:99       51.6     5     1.1     0  0 -99999999
2000-07-14 22:01 9999-99-99 99:99       59.6     5     1.2     0  0 -99999999
2000-07-29 17:30 9999-99-99 99:99       57.5     5     0.9     0  0 -99999999
2000-08-12 22:42 9999-99-99 99:99       57.4     5     1.1     0  0 -99999999
2000-08-12 22:56 9999-99-99 99:99       53.1     5     0.9     0  0 -99999999
2000-08-24 07:11 9999-99-99 99:99       68.8     5     1.8     0  0 -99999999
2000-08-24 19:00 9999-99-99 99:99       59.6     5     1.4     0  0 -99999999
2000-09-19 16:38 9999-99-99 99:99       60.9     5     0.3     0  0 -99999999
2000-10-06 14:41 9999-99-99 99:99       59.8     5     1.1     0  0 -99999999
2001-03-19 14:04 9999-99-99 99:99       47.7     5     0.2     0  0 -99999999
2001-04-03 14:53 9999-99-99 99:99       43.4     5     0.7     0  0 -99999999
2001-04-17 11:50 9999-99-99 99:99       58.4     5     1.7     0  0 -99999999
2001-06-01 15:00 9999-99-99 99:99       49.9     5     1.1     0  0 -99999999
2001-07-21 11:38 9999-99-99 99:99       63.2     5     2.2     0  0 -99999999
2001-07-21 11:45 9999-99-99 99:99       59.4     5     1.9     0  0 -99999999
2001-08-10 17:07 9999-99-99 99:99      104.2     5     2.3     0  0 -99999999
2001-08-30 11:45 9999-99-99 99:99       62.2     5     1.9     0  0 -99999999
2001-09-15 12:50 9999-99-99 99:99       63.6     5     1.8     0  0 -99999999
2001-10-29 16:22 9999-99-99 99:99       62.6     5     0.7     0  0 -99999999
2001-11-16 16:38 9999-99-99 99:99       55.3     5     1.2     0  0 -99999999
2001-12-19 13:49 9999-99-99 99:99       46.0     5     1.1     0  0 -99999999
2002-02-13 15:40 9999-99-99 99:99       37.8     5     0.4     0  0 -99999999
2002-02-28 14:13 9999-99-99 99:99       38.8     5     0.5     0  0 -99999999
2002-03-11 13:12 9999-99-99 99:99       45.1     5     1.1     0  0 -99999999
2002-03-11 13:24 9999-99-99 99:99       38.7     5     0.5     0  0 -99999999
2002-03-23 11:42 9999-99-99 99:99       40.8     5     0.2     0  0 -99999999
2002-04-13 11:42 9999-99-99 99:99       42.9     5     0.8     0  0 -99999999
2002-04-13 12:03 9999-99-99 99:99       54.5     5     0.9     0  0 -99999999
2002-05-11 11:22 9999-99-99 99:99       47.8     5     0.4     0  0 -99999999
2002-05-25 11:27 9999-99-99 99:99       47.7     5     0.6     0  0 -99999999
2002-06-10 15:07 9999-99-99 99:99       52.5     5     0.3     0  0 -99999999
2002-06-24 23:11 9999-99-99 99:99       56.7     5     0.9     0  0 -99999999
2002-07-09 14:57 9999-99-99 99:99       55.5     5     0.8     0  0 -99999999
2002-07-21 16:46 9999-99-99 99:99       57.5     5     0.8     0  0 -99999999
2002-08-05 14:19 9999-99-99 99:99       58.5     5     0.5     0  0 -99999999
2002-08-12 14:43 9999-99-99 99:99       61.0     5     0.2     0  0 -99999999
2002-09-20 15:58 9999-99-99 99:99       65.7     5     0.5     0  0 -99999999
2002-10-08 10:02 9999-99-99 99:99       72.2     5     0.8     0  0 -99999999
2002-10-08 11:09 9999-99-99 99:99       71.4     5     0.4     0  0 -99999999
2002-12-05 13:35 9999-99-99 99:99       57.9     5     0.4     0  0 -99999999
2003-01-10 14:55 9999-99-99 99:99       66.2     5     0.5     0  0 -99999999
2003-01-10 15:20 9999-99-99 99:99       79.7     5     1.6     0  0 -99999999
2003-03-29 13:08 9999-99-99 99:99       49.7     5     1.1     0  0 -99999999
2003-04-24 11:04 9999-99-99 99:99       47.5     5     1.0     0  0 -99999999
2003-05-31 11:45 9999-99-99 99:99       58.5     5     2.2     0  0 -99999999
2003-05-31 12:10 9999-99-99 99:99       72.1     5     1.6     0  0 -99999999
2003-06-23 14:42 9999-99-99 99:99       55.0     5     0.7     0  0 -99999999
2003-06-23 14:45 9999-99-99 99:99       72.1     5     1.6     0  0 -99999999
2003-07-14 00:36 9999-99-99 99:99       61.0     5     1.3     0  0 -99999999
2003-07-14 00:48 9999-99-99 99:99       74.9     5     1.5     0  0 -99999999
2003-07-29 15:52 9999-99-99 99:99       58.7     5     0.4     0  0 -99999999
2003-07-29 16:31 9999-99-99 99:99       67.4     5     1.8     0  0 -99999999
2003-08-16 17:39 9999-99-99 99:99       62.5     5     0.7     0  0 -99999999
2003-08-16 17:58 9999-99-99 99:99       71.7     5     0.7     0  0 -99999999
2003-09-03 10:55 9999-99-99 99:99       67.4     5     2.8     0  0 -99999999
2003-09-03 11:10 9999-99-99 99:99       66.6     5     1.8     0  0 -99999999
2003-09-29 13:19 9999-99-99 99:99       68.4     5     1.8     0  0 -99999999
2003-10-27 09:17 9999-99-99 99:99       61.5     5     0.8     0  0 -99999999
2003-12-08 23:48 9999-99-99 99:99       49.4     5     0.8     0  0 -99999999
2003-12-09 00:16 9999-99-99 99:99       52.6     5     0.7     0  0 -99999999
2004-02-26 18:41 9999-99-99 99:99       41.3     5     0.6     0  0 -99999999
2004-03-25 15:31 9999-99-99 99:99       42.9     5     0.3     0  0 -99999999
2004-03-25 16:10 9999-99-99 99:99       51.7     5     1.9     0  0 -99999999
2004-04-22 13:52 9999-99-99 99:99       44.8     5     1.5     0  0 -99999999
2004-04-22 14:36 9999-99-99 99:99       52.6     5     1.1     0  0 -99999999
2004-05-10 16:08 9999-99-99 99:99       46.5     5     0.6     0  0 -99999999
2004-05-10 16:49 9999-99-99 99:99       50.3     5     0.5     0  0 -99999999
2004-07-13 15:48 9999-99-99 99:99       55.8     5     0.8     0  0 -99999999
2004-07-13 16:23 9999-99-99 99:99       64.2     5     0.9     0  0 -99999999
2004-07-29 11:18 9999-99-99 99:99       57.7     5     0.5     0  0 -99999999
2004-07-29 12:06 9999-99-99 99:99       61.6     5     2.3     0  0 -99999999
2004-08-29 15:15 9999-99-99 99:99       61.5     5     0.8     0  0 -99999999
2004-09-10 15:25 9999-99-99 99:99       63.3     5     1.2     0  0 -99999999
2004-09-10 16:07 9999-99-99 99:99       69.7     5     0.8     0  0 -99999999
2004-12-04 14:26 9999-99-99 99:99       53.5     5     0.3     0  0 -99999999
2004-12-04 14:38 9999-99-99 99:99       57.3     5     0.2     0  0 -99999999
2005-01-28 13:42 9999-99-99 99:99       44.0     5     0.3     0  0 -99999999
2005-01-28 14:22 9999-99-99 99:99       49.2     5     0.5     0  0 -99999999
2005-04-05 12:15 9999-99-99 99:99       43.6     5     0.5     0  0 -99999999
2005-04-05 12:28 9999-99-99 99:99       45.8     5     0.5     0  0 -99999999
2005-06-14 14:08 9999-99-99 99:99       52.2     5     0.3     0  0 -99999999
2005-06-14 14:15 9999-99-99 99:99       77.2     5     0.4     0  0 -99999999
2005-09-05 12:45 9999-99-99 99:99       62.0     5     0.6     0  0 -99999999
2005-09-05 12:47 9999-99-99 99:99       68.9     5     0.4     0  0 -99999999
2005-11-04 00:00 9999-99-99 99:99       65.9     5     0.5     0  0 -99999999
2005-11-04 99:99 9999-99-99 99:99       65.5     5     0.5     0  0 -99999999
2006-01-17 00:00 9999-99-99 99:99       46.7     5     1.1     0  0 -99999999
2006-01-17 99:99 9999-99-99 99:99       46.2     5     1.1     0  0 -99999999
2006-03-24 14:35 9999-99-99 99:99       45.1     5     0.7     0  0 -99999999
2006-06-10 12:55 9999-99-99 99:99       85.0     5     1.7     0  0 -99999999
2006-07-27 14:05 9999-99-99 99:99       70.9     5     1.0     0  0 -99999999
2006-07-27 14:30 9999-99-99 99:99       64.3     5     0.7     0  0 -99999999
2007-01-17 00:00 9999-99-99 99:99       52.9     5     0.3     0  0 -99999999
2007-01-17 99:99 9999-99-99 99:99       52.4     5     0.3     0  0 -99999999
2007-02-19 13:23 9999-99-99 99:99       46.9     5     0.4     0  0 -99999999
2007-03-05 14:58 9999-99-99 99:99       48.5     5     0.7     0  0 -99999999
2007-03-05 15:46 9999-99-99 99:99       46.3     5     0.5     0  0 -99999999
2007-03-21 14:47 9999-99-99 99:99       47.5     5     0.3     0  0 -99999999
2007-04-04 14:00 9999-99-99 99:99       47.7     5     0.5     0  0 -99999999
2007-04-04 14:34 9999-99-99 99:99       49.7     5     0.4     0  0 -99999999
2007-04-21 16:45 9999-99-99 99:99       49.7     5     0.3     0  0 -99999999
2007-05-08 14:30 9999-99-99 99:99       60.6     5     0.3     0  0 -99999999
2007-05-08 15:23 9999-99-99 99:99       58.0     5     0.3     0  0 -99999999
2007-05-28 14:16 9999-99-99 99:99       55.4     5     0.5     0  0 -99999999
2007-06-18 14:38 9999-99-99 99:99       58.1     5     0.6     0  0 -99999999
2007-06-18 15:22 9999-99-99 99:99       55.6     5     0.9     0  0 -99999999
2007-07-25 14:55 9999-99-99 99:99       65.1     5     0.3     0  0 -99999999
2007-08-13 15:26 9999-99-99 99:99       59.4     5     0.6     0  0 -99999999
2007-08-13 15:48 9999-99-99 99:99       64.0     5     0.7     0  0 -99999999
2007-09-10 13:10 9999-99-99 99:99       67.4     5     0.4     0  0 -99999999
2007-09-27 14:30 9999-99-99 99:99       66.4     5     0.4     0  0 -99999999
2007-11-24 00:00 9999-99-99 99:99       73.9     5     0.7     0  0 -99999999
2007-11-24 99:99 9999-99-99 99:99       73.5     5     0.7     0  0 -99999999
2008-02-21 00:00 9999-99-99 99:99       46.1     5     0.5     0  0 -99999999
2008-02-21 99:99 9999-99-99 99:99       45.6     5     0.5     0  0 -99999999
2008-03-19 00:00 9999-99-99 99:99       46.8     5     0.4     0  0 -99999999
2008-03-19 00:00 9999-99-99 99:99       47.1     5     0.3     0  0 -99999999
2008-03-19 99:99 9999-99-99 99:99       46.3     5     0.4     0  0 -99999999
2008-03-19 99:99 9999-99-99 99:99       46.6     5     0.3     0  0 -99999999
2008-04-08 00:00 9999-99-99 99:99       47.6     5     0.3     0  0 -99999999
2008-04-08 00:00 9999-99-99 99:99       61.3     5     0.3     0  0 -99999999
2008-04-08 99:99 9999-99-99 99:99       47.1     5     0.3     0  0 -99999999
2008-04-08 99:99 9999-99-99 99:99       60.8     5     0.3     0  0 -99999999
2008-04-28 00:00 9999-99-99 99:99       51.4     5     0.3     0  0 -99999999
2008-04-28 00:00 9999-99-99 99:99       60.4     5     0.1     0  0 -99999999
2008-04-28 99:99 9999-99-99 99:99       50.9     5     0.3     0  0 -99999999
2008-04-28 99:99 9999-99-99 99:99       59.9     5     0.1     0  0 -99999999
2008-05-26 00:00 9999-99-99 99:99       52.3     5     0.3     0  0 -99999999
2008-05-26 99:99 9999-99-99 99:99       51.8     5     0.3     0  0 -99999999
2008-06-13 00:00 9999-99-99 99:99       57.7     5     0.2     0  0 -99999999
2008-06-13 00:00 9999-99-99 99:99       83.6     5     0.5     0  0 -99999999
2008-06-13 99:99 9999-99-99 99:99       57.2     5     0.2     0  0 -99999999
2008-06-13 99:99 9999-99-99 99:99       83.4     5     0.5     0  0 -99999999
2008-08-11 00:00 9999-99-99 99:99       65.3     5     0.3     0  0 -99999999
2008-08-11 00:00 9999-99-99 99:99       85.7     5     0.3     0  0 -99999999
2008-08-11 99:99 9999-99-99 99:99       64.9     5     0.3     0  0 -99999999
2008-08-11 99:99 9999-99-99 99:99       85.5     5     0.3     0  0 -99999999
2008-09-14 00:00 9999-99-99 99:99       70.2     5     0.2     0  0 -99999999
2008-09-14 99:99 9999-99-99 99:99       69.9     5     0.2     0  0 -99999999
2008-10-08 00:00 9999-99-99 99:99       65.4     5     0.1     0  0 -99999999
2008-10-08 00:00 9999-99-99 99:99       81.4     5     0.2     0  0 -99999999
2008-10-08 99:99 9999-99-99 99:99       65.0     5     0.1     0  0 -99999999
2008-10-08 99:99 9999-99-99 99:99       81.2     5     0.2     0  0 -99999999
2008-11-06 14:48 9999-99-99 99:99       65.8     5     0.3     0  0 -99999999
2008-11-21 14:29 9999-99-99 99:99       53.8     5     0.2     0  0 -99999999
2008-12-17 16:25 9999-99-99 99:99       46.2     5     0.3     0  0 -99999999
2008-12-29 12:52 9999-99-99 99:99       46.0     5     0.2     0  0 -99999999
2009-01-14 15:28 9999-99-99 99:99       46.4     5     0.3     0  0 -99999999
2009-02-04 10:38 9999-99-99 99:99       40.4     5     0.1     0  0 -99999999
2009-02-20 09:48 9999-99-99 99:99       43.1     5     0.6     0  0 -99999999
2009-03-14 10:34 9999-99-99 99:99       42.0     5     0.1     0  0 -99999999
2009-04-08 11:42 9999-99-99 99:99       42.1     5     0.3     0  0 -99999999
2009-05-14 10:17 9999-99-99 99:99       47.6     5     0.2     0  0 -99999999
2009-06-01 12:08 9999-99-99 99:99       48.4     5     0.7     0  0 -99999999
2009-07-06 17:40 9999-99-99 99:99       54.5     5     0.6     0  0 -99999999
2009-07-29 21:02 9999-99-99 99:99       54.1     5     0.4     0  0 -99999999
2009-08-15 14:17 9999-99-99 99:99       55.8     5     0.6     0  0 -99999999
2009-09-12 12:37 9999-99-99 99:99       59.5     5     0.4     0  0 -99999999
2009-10-16 11:22 9999-99-99 99:99       56.8     5     0.7     0  0 -99999999
2009-11-16 12:28 9999-99-99 99:99       49.8     5     0.2     0  0 -99999999
2010-04-14 15:38 9999-99-99 99:99       47.8     5     0.2     0  0 -99999999
2010-05-14 14:52 9999-99-99 99:99       50.0     5     0.3     0  0 -99999999
2010-05-28 23:11 9999-99-99 99:99       55.4     5     1.0     0  0 -99999999
2010-06-11 14:37 9999-99-99 99:99       52.9     5     0.3     0  0 -99999999
2010-06-28 17:19 9999-99-99 99:99       55.6     5     0.5     0  0 -99999999
2010-08-04 13:50 9999-99-99 99:99       68.9     5     0.4     0  0 -99999999
2010-08-19 23:23 9999-99-99 99:99       59.6     5     0.5     0  0 -99999999
2010-09-24 21:06 9999-99-99 99:99       69.6     5     0.6     0  0 -99999999
2010-09-24 22:20 9999-99-99 99:99       66.5     5     0.6     0  0 -99999999
2010-11-09 10:53 9999-99-99 99:99       64.7     5     0.7     0  0 -99999999
2010-12-17 10:35 9999-99-99 99:99       53.7     5     0.4     0  0 -99999999
2010-12-17 11:56 9999-99-99 99:99       50.4     5     0.5     0  0 -99999999
2011-02-27 10:30 9999-99-99 99:99       43.1     5     0.5     0  0 -99999999
2011-02-27 12:21 9999-99-99 99:99       58.6     5     0.4     0  0 -99999999
2011-03-09 09:15 9999-99-99 99:99       41.6     5     0.5     0  0 -99999999
2011-03-09 10:51 9999-99-99 99:99       47.9     5     0.3     0  0 -99999999
2011-03-25 08:59 9999-99-99 99:99       42.4     5     1.0     0  0 -99999999
2011-03-25 10:33 9999-99-99 99:99       43.0     5     0.4     0  0 -99999999
2011-04-11 16:30 9999-99-99 99:99       43.0     5     0.4     0  0 -99999999
2011-04-11 18:07 9999-99-99 99:99       43.7     5     0.3     0  0 -99999999
2011-04-19 11:32 9999-99-99 99:99       43.8     5     0.6     0  0 -99999999
2011-04-19 12:57 9999-99-99 99:99       46.3     5     0.6     0  0 -99999999
2011-05-03 10:10 9999-99-99 99:99       44.9     5     0.7     0  0 -99999999
2011-05-03 11:23 9999-99-99 99:99       49.6     5     0.4     0  0 -99999999
2011-05-14 10:33 9999-99-99 99:99       47.2     5     0.6     0  0 -99999999
2011-05-14 11:56 9999-99-99 99:99       49.2     5     0.3     0  0 -99999999
2011-06-17 11:42 9999-99-99 99:99       50.1     5     0.2     0  0 -99999999
2011-06-17 13:10 9999-99-99 99:99       52.4     5     0.5     0  0 -99999999
2011-07-09 10:09 9999-99-99 99:99       51.7     5     0.5     0  0 -99999999
2011-07-09 11:40 9999-99-99 99:99       69.9     5     0.6     0  0 -99999999
2011-07-26 10:20 9999-99-99 99:99       52.9     5     0.5     0  0 -99999999
2011-07-26 11:41 9999-99-99 99:99       61.7     5     0.5     0  0 -99999999
2011-08-08 19:27 9999-99-99 99:99       54.5     5     0.3     0  0 -99999999
2011-08-23 10:47 9999-99-99 99:99       55.9     5     0.9     0  0 -99999999
2011-08-23 11:41 9999-99-99 99:99       62.1     5     0.6     0  0 -99999999
2011-09-16 12:48 9999-99-99 99:99       57.9     5     0.7     0  0 -99999999
2011-11-19 11:00 9999-99-99 99:99       52.0     5     0.3     0  0 -99999999
2011-12-14 10:50 9999-99-99 99:99       57.2     5     0.5     0  0 -99999999
2011-12-14 11:50 9999-99-99 99:99       65.2     5     0.5     0  0 -99999999
2012-01-30 14:15 9999-99-99 99:99       40.8     5     0.2     0  0 -99999999
2012-03-07 11:06 9999-99-99 99:99       44.2     5     1.7     0  0 -99999999
2012-03-07 12:11 9999-99-99 99:99       56.5     5     0.3     0  0 -99999999
2012-03-20 11:29 9999-99-99 99:99       42.4     5     0.1     0  0 -99999999
2012-03-20 12:19 9999-99-99 99:99       52.9     5     0.3     0  0 -99999999
2012-05-04 10:45 9999-99-99 99:99       44.2     5     0.6     0  0 -99999999
2012-05-31 21:38 9999-99-99 99:99       50.1     5     0.9     0  0 -99999999
2012-06-25 11:43 9999-99-99 99:99       49.7     5     1.0     0  0 -99999999
2012-06-25 12:29 9999-99-99 99:99       57.4     5     0.3     0  0 -99999999
2012-07-21 12:04 9999-99-99 99:99       53.1     5     0.1     0  0 -99999999
2012-07-21 12:29 9999-99-99 99:99       56.4     5     0.8     0  0 -99999999
2012-08-16 15:46 9999-99-99 99:99       56.0     5     1.3     0  0 -99999999
2012-08-16 16:30 9999-99-99 99:99       63.0     5     0.5     0  0 -99999999
2012-09-05 20:02 9999-99-99 99:99       57.7     5     0.6     0  0 -99999999
2012-09-24 13:14 9999-99-99 99:99       57.7     5     1.1     0  0 -99999999
2012-09-24 13:58 9999-99-99 99:99       58.7     5     0.8     0  0 -99999999
2012-10-24 12:00 9999-99-99 99:99       56.7     5     0.8     0  0 -99999999
2012-10-30 12:55 9999-99-99 99:99       57.8     5     1.0     0  0 -99999999
2012-12-01 14:47 9999-99-99 99:99       50.6     5     0.7     0  0 -99999999
2012-12-01 15:28 9999-99-99 99:99       56.0     5     1.1     0  0 -99999999
2013-01-17 15:11 9999-99-99 99:99       42.6     5     0.7     0  0 -99999999
2013-01-17 16:38 9999-99-99 99:99       47.3     5     0.6     0  0 -99999999
2013-02-01 11:29 9999-99-99 99:99       40.0     5     0.6     0  0 -99999999
2013-02-01 12:21 9999-99-99 99:99       43.7     5     0.6     0  0 -99999999
2013-03-07 10:55 9999-99-99 99:99       41.8     5     0.2     0  0 -99999999
2013-03-07 11:38 9999-99-99 99:99       45.4     5     0.8     0  0 -99999999
2013-03-30 10:01 9999-99-99 99:99       43.9     5     0.2     0  0 -99999999
2013-03-30 10:52 9999-99-99 99:99       48.2     5     0.8     0  0 -99999999
2013-05-06 15:28 9999-99-99 99:99       46.8     5     0.2     0  0 -99999999
2013-05-06 16:07 9999-99-99 99:99       54.1     5     0.6     0  0 -99999999
2013-05-20 14:15 9999-99-99 99:99       51.2     5     3.0     0  0 -99999999
2013-05-20 14:53 9999-99-99 99:99       53.7     5     0.4     0  0 -99999999
2013-06-18 16:22 9999-99-99 99:99       56.4     5     0.2     0  0 -99999999
2013-06-18 17:03 9999-99-99 99:99       55.2     5     0.9     0  0 -99999999
2013-07-17 16:09 9999-99-99 99:99       54.9     5     0.2     0  0 -99999999
2013-07-17 16:45 9999-99-99 99:99       70.3     5     0.7     0  0 -99999999
2013-08-28 14:04 9999-99-99 99:99       66.0     5     0.6     0  0 -99999999
2013-08-28 14:55 9999-99-99 99:99       61.8     5     0.7     0  0 -99999999
2013-10-01 99:99 9999-99-99 99:99       61.4     5     0.4     0  0 -99999999
2013-10-21 00:00 9999-99-99 99:99       57.2     5     1.0     0  0 -99999999
2013-10-21 09:39 9999-99-99 99:99       68.9     5     0.6     0  0 -99999999
2013-10-21 99:99 9999-99-99 99:99       57.7     5     1.0     0  0 -99999999
2014-03-06 14:32 9999-99-99 99:99       45.0     5     0.3     0  0 -99999999
2014-03-06 15:35 9999-99-99 99:99       40.8     5     0.8     0  0 -99999999
2014-04-09 09:25 9999-99-99 99:99       58.9     5     0.5     0  0 -99999999
2014-04-22 15:11 9999-99-99 99:99       48.1     5     0.4     0  0 -99999999
2014-04-22 15:19 9999-99-99 99:99       48.6     5     0.4     0  0 -99999999
2014-06-10 21:36 9999-99-99 99:99       55.5     5     0.3     0  0 -99999999
2014-06-10 21:41 9999-99-99 99:99       65.5     5     0.6     0  0 -99999999
2014-10-31 14:24 9999-99-99 99:99       54.9     5     0.6     0  0 -99999999
2014-11-17 12:12 9999-99-99 99:99       69.5     5     0.3     0  0 -99999999
2014-11-17 13:05 9999-99-99 99:99       55.9     5     0.2     0  0 -99999999
2014-11-27 16:45 9999-99-99 99:99       63.2     5     0.4     0  0 -99999999
2014-11-27 17:40 9999-99-99 99:99       48.6     5     0.6     0  0 -99999999
2014-12-22 14:14 9999-99-99 99:99       51.3     5     0.3     0  0 -99999999
2014-12-22 15:17 9999-99-99 99:99       51.5     5     0.5     0  0 -99999999
2015-01-15 11:16 9999-99-99 99:99       45.6     5     0.2     0  0 -99999999
2015-01-15 12:31 9999-99-99 99:99       60.3     5     0.2     0  0 -99999999
2015-03-10 13:10 9999-99-99 99:99       45.0     5     0.9     0  0 -99999999
2015-03-10 14:17 9999-99-99 99:99       46.6     5     0.3     0  0 -99999999
2015-04-03 10:37 9999-99-99 99:99       52.0     5     0.9     0  0 -99999999
2015-04-03 11:40 9999-99-99 99:99       55.7     5     0.2     0  0 -99999999
2015-04-20 11:55 9999-99-99 99:99       50.1     5     1.0     0  0 -99999999
2015-05-21 10:57 9999-99-99 99:99       53.2     5     0.6     0  0 -99999999
2015-06-15 16:02 9999-99-99 99:99       58.0     5     0.7     0  0 -99999999
2015-07-10 15:26 9999-99-99 99:99       62.2     5     0.7     0  0 -99999999
2015-08-03 14:31 9999-99-99 99:99       62.3     5     0.7     0  0 -99999999
2015-08-03 15:28 9999-99-99 99:99       57.5     5     0.6     0  0 -99999999
2015-09-11 15:20 9999-99-99 99:99       58.8     5     0.6     0  0 -99999999
2015-09-26 11:10 9999-99-99 99:99       66.1     5     0.9     0  0 -99999999
2015-10-19 12:26 9999-99-99 99:99       88.4     5     1.1     0  0 -99999999
2015-11-05 10:20 9999-99-99 99:99       63.6     5     1.2     0  0 -99999999
2015-11-06 09:50 9999-99-99 99:99       63.4     5     0.3     0  0 -99999999
2015-12-02 20:51 9999-99-99 99:99       47.2     5     0.4     0  0 -99999999
2015-12-12 14:04 9999-99-99 99:99       56.0     5     1.2     0  0 -99999999
2015-12-29 14:14 9999-99-99 99:99       53.9     5     0.4     0  0 -99999999
2015-12-29 15:45 9999-99-99 99:99       49.7     5     0.6     0  0 -99999999
2016-02-18 11:59 9999-99-99 99:99       48.9     5     1.0     0  0 -99999999
